"";"Ergebnis des Vorvor- vorjahres K4/2009";"Ergebnis des Vor- vorjahres K4/2010";"Ansatz des Vor- jahres K4/2011";"Ansatz des Haushalt- jahres K4/2012";"Ansatz des Haushalt- jahres K4/2013";"Planung des Haushalt- jahres K4/2014";"Planung des Haushalt- jahres K4/2015";"Planung des Haushalt- jahres K4/2016"
"1 Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-50.168,80 EUR";"-56.835,50 EUR";"-80.000,00 EUR";"-80.000,00 EUR";"-80.000,00 EUR";"-80.000,00 EUR";"-80.000,00 EUR";"-80.000,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"-24.099,43 EUR";"";"-2.500,00 EUR";"-166.250,00 EUR";"-166.250,00 EUR";"-166.250,00 EUR";"-166.250,00 EUR";"-166.250,00 EUR"
"7 + Sonstige ordentliche Ertäge";"-43.494,66 EUR";"-60.944,54 EUR";"-30.000,00 EUR";"-40.000,00 EUR";"-40.000,00 EUR";"-40.000,00 EUR";"-40.000,00 EUR";"-40.000,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge (Summe 1-9)";"-117.762,89 EUR";"-117.780,04 EUR";"-112.500,00 EUR";"-286.250,00 EUR";"-286.250,00 EUR";"-286.250,00 EUR";"-286.250,00 EUR";"-286.250,00 EUR"
"11 - Personalaufwendungen";"0,00 EUR";"411.171,25 EUR";"605.000,00 EUR";"636.000,00 EUR";"636.000,00 EUR";"636.000,00 EUR";"636.000,00 EUR";"636.000,00 EUR"
"12 - Versorgungsaufwendungen";"0,00 EUR";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"0,00 EUR";"";"11.550,00 EUR";"109.050,00 EUR";"109.050,00 EUR";"9.050,00 EUR";"9.050,00 EUR";"9.050,00 EUR"
"14 - Bilanzielle Abschreibungen";"";"";"";"";"";"";"";""
"15 - Transferaufwendungen";"";"11.809,44 EUR";"14.000,00 EUR";"14.000,00 EUR";"14.000,00 EUR";"14.000,00 EUR";"14.000,00 EUR";"14.000,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"0,00 EUR";"197.640,56 EUR";"159.700,00 EUR";"153.700,00 EUR";"153.700,00 EUR";"153.700,00 EUR";"153.700,00 EUR";"153.700,00 EUR"
"17 = Ordentliche Aufwendungen (Summe 11-16)";"0,00 EUR";"620.621,25 EUR";"790.250,00 EUR";"912.750,00 EUR";"912.750,00 EUR";"812.750,00 EUR";"812.750,00 EUR";"812.750,00 EUR"
"18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17)";"-117.762,89 EUR";"502.841,21 EUR";"677.750,00 EUR";"626.500,00 EUR";"626.500,00 EUR";"526.500,00 EUR";"526.500,00 EUR";"526.500,00 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (=19 +20)";"";"";"";"";"";"";"";""
"22 = Ordentliches Ergebnis (=18 + 21)";"-117.762,89 EUR";"502.841,21 EUR";"677.750,00 EUR";"626.500,00 EUR";"626.500,00 EUR";"526.500,00 EUR";"526.500,00 EUR";"526.500,00 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (=23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis - v.Berücksicht. intern. Leist.bez. (= 22+25)";"-117.762,89 EUR";"502.841,21 EUR";"677.750,00 EUR";"626.500,00 EUR";"626.500,00 EUR";"526.500,00 EUR";"526.500,00 EUR";"526.500,00 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"-340,92 EUR";"";"";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"340,92 EUR";"555,22 EUR";"267,00 EUR";"416,00 EUR";"416,00 EUR";"416,00 EUR";"416,00 EUR";"416,00 EUR"
"29 = Ergebnis  (= 26, 27, 28)";"-117.762,89 EUR";"503.396,43 EUR";"678.017,00 EUR";"626.916,00 EUR";"626.916,00 EUR";"526.916,00 EUR";"526.916,00 EUR";"526.916,00 EUR"
