;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-7854322,35;-8275211,00;-8279404,00;-9454674,00;-9454674,00;-9454674,00;-9454674,00;-9454674,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-559350,00;-528942,04;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-8413672,35;-8804153,04;-8279404,00;-9454674,00;-9454674,00;-9454674,00;-9454674,00;-9454674,00
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;12510595,00;14437696,00;12600582,00;14219627,00;14219627,00;14219627,00;14219627,00;14219627,00
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1398199,00;1670920,05;;;;;;
17 = Ordentliche Aufwendungen (Summe 11-16);13908794,00;16108616,05;12600582,00;14219627,00;14219627,00;14219627,00;14219627,00;14219627,00
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);5495121,65;7304463,01;4321178,00;4764953,00;4764953,00;4764953,00;4764953,00;4764953,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);5495121,65;7304463,01;4321178,00;4764953,00;4764953,00;4764953,00;4764953,00;4764953,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);5495121,65;7304463,01;4321178,00;4764953,00;4764953,00;4764953,00;4764953,00;4764953,00
27 + Erträge aus internen Leistungsbeziehungen;-4174631,00;-4321178,00;-4321178,00;-4764953,00;-4764953,00;-4764953,00;-4764953,00;-4764953,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;50604,00;50604,00;50604,00;50604,00;50604,00
29 = Ergebnis  (= 26, 27, 28);1320490,65;2983285,01;0,00;50604,00;50604,00;50604,00;50604,00;50604,00
