;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-6060,40;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-9584,68;;-8597,65;;;;;
7 + Sonstige ordentliche Ertäge;-1,63;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-9586,31;-6060,40;-8597,65;;;;;
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;96047,63;124755,43;16500,00;22120,00;22784,00;23468,00;24172,00;24897,00
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;780457,20;742960,06;763750,00;738000,00;738000,00;738000,00;738000,00;738000,00
16 - Sonstige ordentliche Aufwendungen;33348,12;60138,10;35100,00;60850,00;60850,00;60850,00;60850,00;60850,00
17 = Ordentliche Aufwendungen (Summe 11-16);909852,95;927853,59;815350,00;820970,00;821634,00;822318,00;823022,00;823747,00
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);900266,64;921793,19;806752,35;820970,00;821634,00;822318,00;823022,00;823747,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);900266,64;921793,19;806752,35;820970,00;821634,00;822318,00;823022,00;823747,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);900266,64;921793,19;806752,35;820970,00;821634,00;822318,00;823022,00;823747,00
27 + Erträge aus internen Leistungsbeziehungen;-833232,09;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;524,82;5755,64;1118,32;1132,10;1130,44;1178,49;1211,13;1243,95
29 = Ergebnis  (= 26, 27, 28);67559,37;927548,83;807870,67;822102,10;822764,44;823496,49;824233,13;824990,95
