;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-33742,30;-22178,18;-8572,70;-14232,24;-11774,54;-10467,85;-8755,78;-8688,75
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-127,00;12,00;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;-7728292,72;-7838206,13;-7200000,00;-8200000,00;-8200000,00;-8200000,00;-8200000,00;-8200000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-7762162,02;-7860372,31;-7208572,70;-8214232,24;-8211774,54;-8210467,85;-8208755,78;-8208688,75
11 - Personalaufwendungen;2531125,83;2634614,16;2954157,36;3145984,20;3202337,82;3261759,68;3322901,02;3377545,04
12 - Versorgungsaufwendungen;2,63;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;143639,22;167090,66;191417,64;199554,96;202425,72;205342,44;208306,08;211318,20
14 - Bilanzielle Abschreibungen;91131,95;95872,38;87893,64;93812,13;68643,69;62093,29;58438,08;53380,64
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;457081,53;616832,63;329597,36;85556,36;85556,36;85556,36;85556,36;85556,36
17 = Ordentliche Aufwendungen (Summe 11-16);3222981,16;3514409,83;3563066,00;3524907,65;3558963,59;3614751,77;3675201,54;3727800,24
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);-4539180,86;-4345962,48;-3645506,70;-4689324,59;-4652810,95;-4595716,08;-4533554,24;-4480888,51
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);-4539180,86;-4345962,48;-3645506,70;-4689324,59;-4652810,95;-4595716,08;-4533554,24;-4480888,51
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);-4539180,86;-4345962,48;-3645506,70;-4689324,59;-4652810,95;-4595716,08;-4533554,24;-4480888,51
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;1294419,37;1300640,89;1381258,98;1503716,31;1501383,34;1506559,75;1509371,04;1511777,99
29 = Ergebnis  (= 26, 27, 28);-3244761,49;-3045321,59;-2264247,72;-3185608,28;-3151427,61;-3089156,33;-3024183,20;-2969110,52
