;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1058,14;-93,44;-60,24;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-93,00;-61,20;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-1151,14;-154,64;-60,24;;;;;
11 - Personalaufwendungen;124863,46;41331,04;43164,01;67097,44;67994,28;68832,16;69664,84;70473,96
12 - Versorgungsaufwendungen;0,10;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;49533,79;62860,81;51547,20;48219,12;48225,00;48231,24;48237,48;48243,72
14 - Bilanzielle Abschreibungen;1563,32;263,59;207,24;644,85;483,66;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;17984,01;37279,60;31589,48;37315,65;37315,65;37315,65;37315,65;37315,65
17 = Ordentliche Aufwendungen (Summe 11-16);193944,68;141735,04;126507,93;153277,06;154018,59;154379,05;155217,97;156033,33
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);192793,54;141580,40;126447,69;153277,06;154018,59;154379,05;155217,97;156033,33
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);192793,54;141580,40;126447,69;153277,06;154018,59;154379,05;155217,97;156033,33
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);192793,54;141580,40;126447,69;153277,06;154018,59;154379,05;155217,97;156033,33
27 + Erträge aus internen Leistungsbeziehungen;-170403,19;-213636,88;-214655,28;-214596,00;-214596,00;-214596,00;-214596,00;-214596,00
28 - Aufwendungen aus internen Leistungsbeziehungen;28969,30;15351,02;10466,80;26219,37;26082,38;26194,62;26223,07;26248,03
29 = Ergebnis  (= 26, 27, 28);51359,65;-56705,46;-77740,79;-35099,57;-34495,03;-34022,33;-33154,96;-32314,64
