;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-6083,29;-1586,74;-1022,04;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
7 + Sonstige ordentliche Ertäge;-665,00;-660,00;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-6748,29;-2246,74;-1522,04;-10500,00;-10500,00;-10500,00;-10500,00;-10500,00
11 - Personalaufwendungen;740885,07;705094,48;761010,71;597566,64;606086,77;614289,57;622524,89;630295,13
12 - Versorgungsaufwendungen;0,57;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;73191,71;77083,70;78664,88;114735,36;115127,60;115528,88;115946,12;116379,36
14 - Bilanzielle Abschreibungen;9899,18;4585,67;4181,88;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;21881,69;29159,34;33372,79;163228,84;163228,84;163228,84;163228,84;163228,84
17 = Ordentliche Aufwendungen (Summe 11-16);845858,22;815923,19;877230,26;875530,84;884443,21;893047,29;901699,85;909903,33
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);839109,93;813676,45;875708,22;865030,84;873943,21;882547,29;891199,85;899403,33
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);839109,93;813676,45;875708,22;865030,84;873943,21;882547,29;891199,85;899403,33
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);839109,93;813676,45;875708,22;865030,84;873943,21;882547,29;891199,85;899403,33
27 + Erträge aus internen Leistungsbeziehungen;-779906,98;-964065,35;-969601,20;-956352,00;-956352,00;-956352,00;-956352,00;-956352,00
28 - Aufwendungen aus internen Leistungsbeziehungen;202648,28;179842,02;190041,34;296919,17;296239,26;297104,47;297453,86;297764,78
29 = Ergebnis  (= 26, 27, 28);261851,23;29453,12;96148,36;205598,01;213830,47;223299,76;232301,71;240816,11
