;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-144634,40;-195912,61;-23447,77;-178191,21;-138063,41;-67888,16;-32564,75;-16831,65
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-461093,80;-463914,17;-460000,00;-460000,00;-460000,00;-460000,00;-460000,00;-460000,00
6 + Kostenerstattungen und Kostenumlagen;-937365,03;-826030,10;-948308,00;-897972,00;-897972,00;-897972,00;-897972,00;-897972,00
7 + Sonstige ordentliche Ertäge;-82385,00;-1898,30;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-1625478,23;-1487755,18;-1431755,77;-1536163,21;-1496035,41;-1425860,16;-1390536,75;-1374803,65
11 - Personalaufwendungen;1838627,75;1881911,45;1914671,71;1500424,51;1526968,68;1555055,20;1584994,71;1612524,76
12 - Versorgungsaufwendungen;1,33;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;534725,09;272824,71;467931,76;577228,28;578255,84;579314,24;580404,20;581527,28
14 - Bilanzielle Abschreibungen;1015220,81;948149,46;811570,53;761770,41;666015,27;583220,69;533788,75;494547,20
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1130440,16;1129092,75;1217132,71;1114250,88;1114250,88;1114250,88;1114250,88;1114250,88
17 = Ordentliche Aufwendungen (Summe 11-16);4519015,14;4231978,37;4411306,71;3953674,08;3885490,67;3831841,01;3813438,54;3802850,12
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);2893536,91;2744223,19;2979550,94;2417510,87;2389455,26;2405980,85;2422901,79;2428046,47
19 + Finanzerträge;-42341,51;-10393,33;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);-42341,51;-10393,33;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);2851195,40;2733829,86;2979550,94;2417510,87;2389455,26;2405980,85;2422901,79;2428046,47
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);2851195,40;2733829,86;2979550,94;2417510,87;2389455,26;2405980,85;2422901,79;2428046,47
27 + Erträge aus internen Leistungsbeziehungen;-4360694,50;-4724964,71;-4396464,00;-4097892,00;-4097892,00;-4097892,00;-4097892,00;-4097892,00
28 - Aufwendungen aus internen Leistungsbeziehungen;313193,81;197357,40;224200,87;170230,47;168324,35;171053,11;172361,21;173502,52
29 = Ergebnis  (= 26, 27, 28);-1196305,29;-1793777,45;-1192712,19;-1510150,66;-1540112,39;-1520858,04;-1502629,00;-1496343,01
