;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-814,36;-13,11;;-29,91;-29,91;-29,91;-29,91;-29,91
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-4884,70;;-5014,79;-13349,32;-13480,31;-13399,81;-13372,02;-13374,54
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-5699,06;-13,11;-5014,79;-13379,23;-13510,22;-13429,72;-13401,93;-13404,45
11 - Personalaufwendungen;365925,60;338160,50;396335,93;730782,68;734872,84;736457,32;740133,36;746730,00
12 - Versorgungsaufwendungen;0,20;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;8691,00;20738,58;34335,00;39201,96;39757,20;40328,88;40917,96;41524,44
14 - Bilanzielle Abschreibungen;901,39;83,75;70,71;219,76;29,91;29,91;29,91;29,91
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;10080,96;10955,18;15657,80;26543,68;26543,68;26543,68;26543,68;26543,68
17 = Ordentliche Aufwendungen (Summe 11-16);385599,15;369938,01;446399,44;796748,08;801203,63;803359,79;807624,91;814828,03
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);379900,09;369924,90;441384,65;783368,85;787693,41;789930,07;794222,98;801423,58
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);379900,09;369924,90;441384,65;783368,85;787693,41;789930,07;794222,98;801423,58
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);379900,09;369924,90;441384,65;783368,85;787693,41;789930,07;794222,98;801423,58
27 + Erträge aus internen Leistungsbeziehungen;-388547,56;-376759,54;-438496,36;-790779,23;-794020,66;-796120,16;-800096,16;-806772,92
28 - Aufwendungen aus internen Leistungsbeziehungen;40151,31;37382,55;32665,14;71527,15;70706,88;70740,12;70745,65;70763,04
29 = Ergebnis  (= 26, 27, 28);31503,84;30547,91;35553,43;64116,77;64379,63;64550,03;64872,47;65413,70
