;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-784,27;;;;;-56,54;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Ertäge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-784,27;;;;;-56,54;;
11 - Personalaufwendungen;94594,50;;;;;140457,42;94518,66;
12 - Versorgungsaufwendungen;0,08;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;145648,54;125,73;;;;107175,60;78503,64;
14 - Bilanzielle Abschreibungen;1242,02;;;;;56,54;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;2777,37;-450,00;;;;9977,04;6651,36;
17 = Ordentliche Aufwendungen (Summe 11-16);244262,51;-324,27;;;;257666,60;179673,66;
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);243478,24;-324,27;;;;257610,06;179673,66;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);243478,24;-324,27;;;;257610,06;179673,66;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);243478,24;-324,27;;;;257610,06;179673,66;
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;52572,78;6810,33;263,76;549,00;549,00;12984,02;9217,60;549,00
29 = Ergebnis  (= 26, 27, 28);296051,02;6486,06;263,76;549,00;549,00;270594,08;188891,26;549,00
