;Ergebnis des Vorvor- vorjahres K4/2009;Ergebnis des Vor- vorjahres K4/2010;Ansatz des Vor- jahres K4/2011;Ansatz des Haushalt- jahres K4/2012;Ansatz des Haushalt- jahres K4/2013;Planung des Haushalt- jahres K4/2014;Planung des Haushalt- jahres K4/2015;Planung des Haushalt- jahres K4/2016
1 Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1807,21;-1790,71;-1790,71;-1790,72;-596,90;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;-1088,00;;-1000,00;-1000,00;-1000,00;-1000,00;-1000,00
5 + Privatrechtliche Leistungsentgelte;-1472791,30;-1462778,35;-1100000,00;-1200000,00;-1200000,00;-1200000,00;-1200000,00;-1200000,00
6 + Kostenerstattungen und Kostenumlagen;-279486,27;-519501,93;-50000,00;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
7 + Sonstige ordentliche Ertäge;-406324,56;-1988957,36;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge (Summe 1-9);-2160409,34;-3974116,35;-1151790,71;-1212790,72;-1211596,90;-1211000,00;-1211000,00;-1211000,00
11 - Personalaufwendungen;720908,04;661987,20;830669,05;717518,48;727019,65;735847,01;744649,73;753186,25
12 - Versorgungsaufwendungen;0,50;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;395558,47;398957,01;529800,60;573630,36;574001,04;574382,40;574775,64;575180,64
14 - Bilanzielle Abschreibungen;1807,21;1790,71;115376,43;1790,72;596,90;;;
15 - Transferaufwendungen;2843,20;1486,50;2550,00;;;;;
16 - Sonstige ordentliche Aufwendungen;643562,64;484900,33;530556,52;497153,68;497153,68;497153,68;497153,68;497153,68
17 = Ordentliche Aufwendungen (Summe 11-16);1764680,06;1549121,75;2008952,60;1790093,24;1798771,27;1807383,09;1816579,05;1825520,57
18 = Ergebnis der laufenden Verwaltungstätigkeit (=10 +17);-395729,28;-2424994,60;857161,89;577302,52;587174,37;596383,09;605579,05;614520,57
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (=19 +20);;;;;;;;
22 = Ordentliches Ergebnis (=18 + 21);-395729,28;-2424994,60;857161,89;577302,52;587174,37;596383,09;605579,05;614520,57
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (=23 + 24);;;;;;;;
26 = Ergebnis - vBerücksicht intern Leistbez (= 22+25);-395729,28;-2424994,60;857161,89;577302,52;587174,37;596383,09;605579,05;614520,57
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;347675,65;266871,11;210105,12;193104,36;191559,51;192803,74;193112,96;193382,73
29 = Ergebnis  (= 26, 27, 28);-48053,63;-2158123,49;1067267,01;770406,88;778733,88;789186,83;798692,01;807903,30
