;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-19870800,96;-16976945,69;-16185861,98;-14766443,03;-14834528,36;-13150635,98;-13545110,70;-13448232,43
3 + Sonstige Transfererträge;-105,37;;0,00;0,00;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1838562,03;-1925313,09;-1602000,00;-2077000,00;-2227000,00;-2302000,00;-2302000,00;-2302000,00
5 + Privatrechtliche Leistungsentgelte;-11495059,49;-12103274,01;-12260320,00;-12573810,00;-12637810,00;-12887810,00;-12902810,00;-12928410,00
6 + Kostenerstattungen und Kostenumlagen;-839284,10;-917027,22;-634658,51;-587568,22;-592311,97;-597053,65;-601845,24;-606641,85
7 + Sonstige ordentliche Erträge;-598628,92;-1438781,16;-75800,09;-91429,29;-90848,37;-88715,33;-87866,42;-86461,72
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-34642440,87;-33361341,17;-30758640,58;-30096250,54;-30382498,70;-29026214,96;-29439632,36;-29371746,00
11 - Personalaufwendungen;33094640,66;34098783,66;26707225,74;26968819,20;27078314,92;27300175,32;27507610,19;27863341,50
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;47005347,29;43966181,28;46070811,21;46156619,51;47129647,51;48136225,51;48823028,51;49599996,51
14 - Bilanzielle Abschreibungen;4310896,58;4569314,54;3558789,52;3669700,57;3309135,64;3022276,37;2580688,39;2355037,20
15 - Transferaufwendungen;34072444,38;31376142,02;38256682,00;36136500,00;35875450,00;34670750,00;35408450,00;35548950,00
16 - Sonstige ordentliche Aufwendungen;53717501,40;56444966,60;54472653,00;55842470,00;55633870,00;55633870,00;55633870,00;55633870,00
17 = Ordentliche Aufwendungen;172200830,31;170455388,10;169066161,47;168774109,28;169026418,07;168763297,20;169953647,09;171001195,21
18 = Ordentliches Ergebnis (= 10 + 17);137558389,44;137094046,93;138307520,89;138677858,74;138643919,37;139737082,24;140514014,73;141629449,21
19 + Finanzerträge;-1548,03;-1461,05;-1500,00;-171537,51;-171537,51;-171537,51;-171537,51;-171537,51
20 - Zinsen und sonstige Finanzaufwendungen;7256,72;2354,95;;;;;;
21 = Finanzergebnis (= 19 + 20);5708,69;893,90;-1500,00;-171537,51;-171537,51;-171537,51;-171537,51;-171537,51
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);137564098,13;137094940,83;138306020,89;138506321,23;138472381,86;139565544,73;140342477,22;141457911,70
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);137564098,13;137094940,83;138306020,89;138506321,23;138472381,86;139565544,73;140342477,22;141457911,70
27 + Erträge aus internen Leistungsbeziehungen;-470691,44;-535036,68;-463702,61;-407719,67;-408916,82;-410512,64;-413626,05;-416976,60
28 - Aufwendungen aus internen Leistungsbeziehungen;9154244,01;8873975,38;7702058,37;7269117,86;7276357,68;7290757,93;7299140,04;7341736,65
29 = Teilergebnis  (= 26, 27, 28);146247650,70;145433879,53;145544376,65;145367719,42;145339822,72;146445790,02;147227991,21;148382671,75
