;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-318295,46;-137378,29;-311655,62;-318229,42;-165837,91;-11761,60;-9721,50;-2018,94
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2703500,16;-2609351,93;-2025000,00;-2125000,00;-2125000,00;-2125000,00;-2125000,00;-2125000,00
5 + Privatrechtliche Leistungsentgelte;-29383,89;-32560,01;-46200,00;-35000,00;-35000,00;-35000,00;-35000,00;-35000,00
6 + Kostenerstattungen und Kostenumlagen;-1299434,63;-1348066,02;-903222,76;-1102570,55;-1096945,06;-1090321,72;-1090747,62;-1090785,25
7 + Sonstige ordentliche Erträge;-69844,04;-167385,10;-36900,00;-36000,00;-36000,00;-36000,00;-36000,00;-36000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-4420458,18;-4294741,35;-3322978,38;-3616799,97;-3458782,97;-3298083,32;-3296469,12;-3288804,19
11 - Personalaufwendungen;10826579,89;11801702,07;11888844,11;11786520,92;11807804,55;11876499,71;11976094,75;12139632,28
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1866192,90;1737151,59;1334198,00;1512300,00;1482850,00;1409200,00;1416450,00;1423800,00
14 - Bilanzielle Abschreibungen;73313,87;67412,37;24417,98;27057,54;19907,20;15688,10;13538,22;4644,37
15 - Transferaufwendungen;8912,00;27078,66;2500,00;2500,00;2500,00;2500,00;2500,00;2500,00
16 - Sonstige ordentliche Aufwendungen;5009463,21;4525185,89;5186261,00;4884770,00;4874310,00;4856850,00;4856940,00;4881040,00
17 = Ordentliche Aufwendungen;17784461,87;18158530,58;18436221,09;18213148,46;18187371,75;18160737,81;18265522,97;18451616,65
18 = Ordentliches Ergebnis (= 10 + 17);13364003,69;13863789,23;15113242,71;14596348,49;14728588,78;14862654,49;14969053,85;15162812,46
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);13364003,69;13863789,23;15113242,71;14596348,49;14728588,78;14862654,49;14969053,85;15162812,46
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);13364003,69;13863789,23;15113242,71;14596348,49;14728588,78;14862654,49;14969053,85;15162812,46
27 + Erträge aus internen Leistungsbeziehungen;-10625996,78;-9589315,24;-8571371,00;-8349612,29;-8370851,10;-8394231,91;-8424582,06;-8493227,47
28 - Aufwendungen aus internen Leistungsbeziehungen;3487126,42;2299267,77;2057754,01;1944091,88;1938155,91;1932851,80;1931903,06;1934651,38
29 = Teilergebnis  (= 26, 27, 28);6225133,33;6573741,76;8599625,72;8190828,08;8295893,59;8401274,38;8476374,85;8604236,37
