"";"Ergebnis des Vorvorvorjahres #/2011";"Ergebnis des Vorvorjahres #/2012";"Ansatz des Vorjahres #/2013";"Planung des Haushaltsjahres #/2014";"Planung des Haushaltsjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"";"";"";"";"";"";"";""
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-1.205,10 EUR";"-29.690,77 EUR";"-1.644,25 EUR";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-1.205,10 EUR";"-29.690,77 EUR";"-1.644,25 EUR";"";"";"";"";""
"11 - Personalaufwendungen";"473.182,56 EUR";"541.842,40 EUR";"0,00 EUR";"0,00 EUR";"";"";"";""
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"7.740,11 EUR";"7.654,59 EUR";"9.006,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"14 - Bilanzielle Abschreibungen";"23,73 EUR";"23,73 EUR";"23,73 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"";""
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"28.585,58 EUR";"18.786,00 EUR";"20.730,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"17 = Ordentliche Aufwendungen";"509.531,98 EUR";"568.306,72 EUR";"29.759,73 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"508.326,88 EUR";"538.615,95 EUR";"28.115,48 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"508.326,88 EUR";"538.615,95 EUR";"28.115,48 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"508.326,88 EUR";"538.615,95 EUR";"28.115,48 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"-540.222,20 EUR";"-585.356,46 EUR";"-94.897,70 EUR";"";"";"";"";""
"28 - Aufwendungen aus internen Leistungsbeziehungen";"75.697,16 EUR";"68.047,20 EUR";"74.476,09 EUR";"";"";"";"";""
"29 = Teilergebnis  (= 26, 27, 28)";"43.801,84 EUR";"21.306,69 EUR";"7.693,87 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
