;Ergebnis des Vorvorvorjahres #/2011;Ergebnis des Vorvorjahres #/2012;Ansatz des Vorjahres #/2013;Planung des Haushaltsjahres #/2014;Planung des Haushaltsjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-12856926,04;-11958982,55;-9887287,22;-10677329,12;-8467378,16;-8345593,08;-5142385,20;-5053927,48
3 + Sonstige Transfererträge;-28301,69;-38596,79;-25550,00;-15550,00;-15550,00;-15550,00;-15550,00;-15550,00
4 + Öffentlich-rechtliche Leistungsentgelte;-22175337,37;-24137200,63;-24834889,46;-25056701,18;-25052898,04;-25048746,88;-24112957,80;-23981725,81
5 + Privatrechtliche Leistungsentgelte;-1406618,16;-1389893,61;-1279400,00;-1310800,00;-1310800,00;-1310800,00;-1310800,00;-1310800,00
6 + Kostenerstattungen und Kostenumlagen;-5466860,33;-4678627,82;-3206351,48;-3290844,69;-2988860,65;-3028873,49;-3538901,45;-3022899,89
7 + Sonstige ordentliche Erträge;-5465175,58;-1451819,19;-114907,45;-98322,52;-98237,56;-98237,57;-98237,56;-98237,57
8 + Aktivierte Eigenleistungen;-662832,45;-518330,41;-420581,88;-398372,04;-412491,00;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-48062051,62;-44173451,00;-39768967,49;-40847919,55;-38346215,41;-37847801,02;-34218832,01;-33483140,75
11 - Personalaufwendungen;66295986,56;68255458,63;75435634,54;67463688,78;67954118,54;68440380,56;69268480,75;70304205,70
12 - Versorgungsaufwendungen;26373,30;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;33121166,10;33856489,87;34858196,69;36891697,53;34148599,53;34080255,53;34423433,53;33978617,53
14 - Bilanzielle Abschreibungen;30075156,74;29785336,56;28354515,10;28818438,21;28114106,25;27561184,17;21473988,21;16628994,82
15 - Transferaufwendungen;1095929,76;1063848,26;809664,00;823050,00;480600,00;477500,00;477600,00;477600,00
16 - Sonstige ordentliche Aufwendungen;20144130,00;21118310,59;15941421,72;15751032,00;15772532,00;15733032,00;15778032,00;15733032,00
17 = Ordentliche Aufwendungen;150758742,46;154079443,91;155399432,05;149747906,52;146469956,32;146292352,26;141421534,49;137122450,05
18 = Ordentliches Ergebnis (= 10 + 17);102696690,84;109905992,91;115630464,56;108899986,97;108123740,91;108444551,24;107202702,48;103639309,30
19 + Finanzerträge;;;;-1187,53;-1187,53;-1187,53;-1187,53;-1187,53
20 - Zinsen und sonstige Finanzaufwendungen;32160,14;4263,00;18200,00;18200,00;18200,00;18200,00;18200,00;18200,00
21 = Finanzergebnis (= 19 + 20);32160,14;4263,00;18200,00;17012,47;17012,47;17012,47;17012,47;17012,47
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);102728850,98;109910255,91;115648664,56;108916999,44;108140753,38;108461563,71;107219714,95;103656321,77
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);102728850,98;109910255,91;115648664,56;108916999,44;108140753,38;108461563,71;107219714,95;103656321,77
27 + Erträge aus internen Leistungsbeziehungen;-4518097,82;-3095550,55;-3989085,79;-1898895,36;-1904844,89;-1910786,56;-1917924,79;-1928950,03
28 - Aufwendungen aus internen Leistungsbeziehungen;17401640,28;17846439,54;17731911,10;13916596,59;13813260,67;13772608,46;13781728,13;13803739,02
29 = Teilergebnis  (= 26, 27, 28);115612393,44;124661144,90;129391489,87;120934700,67;120049169,16;120323385,61;119083518,29;115531110,76
