;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-134375,92;-1611640,00;0,00;-1474400,00;-1764000,00;-1857400,00;-418400,00;-172000,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-18005,02;-5000,00;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;1131,90;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-152380,94;-1615508,10;0,00;-1474400,00;-1764000,00;-1857400,00;-418400,00;-172000,00
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;174122,02;992291,85;0,00;138000,00;160000,00;108000,00;73000,00;65000,00
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;364198,27;233322,31;0,00;1578400,00;1770000,00;1961000,00;450000,00;150000,00
16 - Sonstige ordentliche Aufwendungen;1981,35;;;;;;;
17 = Ordentliche Aufwendungen;540301,64;1225614,16;0,00;1716400,00;1930000,00;2069000,00;523000,00;215000,00
18 = Ordentliches Ergebnis (= 10 + 17);387920,70;-389893,94;0,00;242000,00;166000,00;211600,00;104600,00;43000,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);387920,70;-389893,94;0,00;242000,00;166000,00;211600,00;104600,00;43000,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);387920,70;-389893,94;0,00;242000,00;166000,00;211600,00;104600,00;43000,00
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;;;;;
29 = Teilergebnis  (= 26, 27, 28);387920,70;-389893,94;0,00;242000,00;166000,00;211600,00;104600,00;43000,00
