;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;-414794,96;-296818,88;-114382,75;-20268,26;-7321,37
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;-1414300,00;-1414300,00;-1414300,00;-1414300,00;-1414300,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;-1829094,96;-1711118,88;-1528682,75;-1434568,26;-1421621,37
11 - Personalaufwendungen;;;;2071924,56;2065225,58;2083991,36;2112569,50;2141489,92
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;2656788,40;2657394,04;2658046,24;2658768,40;2659467,20
14 - Bilanzielle Abschreibungen;;;;446164,26;309616,17;128272,61;33485,79;8771,46
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;;;364232,56;364232,56;343716,56;343716,56;343716,56
17 = Ordentliche Aufwendungen;;;;5539109,78;5396468,35;5214026,77;5148540,25;5153445,14
18 = Ordentliches Ergebnis (= 10 + 17);;;;3710014,82;3685349,47;3685344,02;3713971,99;3731823,77
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;;;3710014,82;3685349,47;3685344,02;3713971,99;3731823,77
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;;;3710014,82;3685349,47;3685344,02;3713971,99;3731823,77
27 + Erträge aus internen Leistungsbeziehungen;;;;-3900000,00;-3900000,00;-3900000,00;-3900000,00;-3900000,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;247403,53;243941,04;242919,18;243224,87;245414,03
29 = Teilergebnis  (= 26, 27, 28);;;;57418,35;29290,51;28263,20;57196,86;77237,80
