;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3672,74;-677,43;-150,12;-181,38;-181,38;-181,38;-181,38;-181,38
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-12426,50;-7353,50;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-16099,24;-8030,93;-10150,12;-10181,38;-10181,38;-10181,38;-10181,38;-10181,38
11 - Personalaufwendungen;1207374,84;984358,57;1190639,28;1159244,24;1164530,40;1171657,54;1184632,56;1197772,95
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;60361,24;58695,55;43477,44;48693,48;49618,72;50575,56;51595,08;52567,44
14 - Bilanzielle Abschreibungen;3308,53;753,00;191,28;228,87;228,88;228,87;228,88;228,89
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;88595,52;91461,15;91100,37;97378,80;97378,84;97378,80;97378,80;97378,80
17 = Ordentliche Aufwendungen;1359640,13;1135268,27;1325408,37;1305545,39;1311756,84;1319840,77;1333835,32;1347948,08
18 = Ordentliches Ergebnis (= 10 + 17);1343540,89;1127237,34;1315258,25;1295364,01;1301575,46;1309659,39;1323653,94;1337766,70
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1343540,89;1127237,34;1315258,25;1295364,01;1301575,46;1309659,39;1323653,94;1337766,70
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1343540,89;1127237,34;1315258,25;1295364,01;1301575,46;1309659,39;1323653,94;1337766,70
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;213714,78;176990,62;161183,07;161674,97;161129,54;161001,27;161358,94;162206,78
29 = Teilergebnis  (= 26, 27, 28);1557255,67;1304227,96;1476441,32;1457038,98;1462705,00;1470660,66;1485012,88;1499973,48
