;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2302383,72;-2235104,52;-280108,48;-2539859,92;-3262578,08;-5362312,44;-4166439,84;-2122431,08
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;0,00;0,00;;0,00;0,00;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2302383,72;-2235104,52;-280108,48;-2539859,92;-3262578,08;-5362312,44;-4166439,84;-2122431,08
11 - Personalaufwendungen;87960,41;87555,40;74604,92;79285,84;78430,19;78329,10;79188,16;80058,18
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1447025,64;318627,78;23383,60;424896,48;1003896,48;2239596,48;1074896,48;494896,48
14 - Bilanzielle Abschreibungen;4423,53;4331,56;4025,40;4746,12;4574,28;4505,28;4396,20;4387,44
15 - Transferaufwendungen;702171,84;579723,56;329835,00;2350810,00;2640800,00;3712000,00;3404000,00;1868000,00
16 - Sonstige ordentliche Aufwendungen;16720,59;17362,02;17710,20;7548,08;7548,08;7548,08;7548,08;7548,08
17 = Ordentliche Aufwendungen;2258302,01;1007600,32;449559,12;2867286,52;3735249,03;6041978,94;4570028,92;2454890,18
18 = Ordentliches Ergebnis (= 10 + 17);-44081,71;-1227504,20;169450,64;327426,60;472670,95;679666,50;403589,08;332459,10
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-44081,71;-1227504,20;169450,64;327426,60;472670,95;679666,50;403589,08;332459,10
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-44081,71;-1227504,20;169450,64;327426,60;472670,95;679666,50;403589,08;332459,10
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;44616,90;39454,46;42009,12;45381,70;45381,70;45381,70;45381,70;45381,70
29 = Teilergebnis  (= 26, 27, 28);535,19;-1188049,74;211459,76;372808,30;518052,65;725048,20;448970,78;377840,80
