;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-25862,33;-12223,52;-7830,06;-12329,41;-11363,77;-4125,93;-1956,02;-1946,09
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2291474,85;-2424223,99;-2125000,00;-2205000,00;-2205000,00;-2205000,00;-2205000,00;-2205000,00
5 + Privatrechtliche Leistungsentgelte;-46763,38;-46129,88;-35000,00;-35000,00;-35000,00;-35000,00;-35000,00;-35000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-48708,00;-33375,00;-34000,00;-34000,00;-34000,00;-34000,00;-34000,00;-34000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2412808,56;-2515952,39;-2201830,06;-2286329,41;-2285363,77;-2278125,93;-2275956,02;-2275946,09
11 - Personalaufwendungen;3748509,73;3526124,88;4299858,14;4576205,94;4561658,82;4592908,79;4650626,82;4709053,76
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1215512,06;1296503,51;1121114,92;1213619,84;1216280,00;1219039,92;1221799,84;1224660,00
14 - Bilanzielle Abschreibungen;22665,88;14382,90;9126,28;13619,19;12568,08;4319,15;2135,13;2082,86
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;223243,00;226957,61;247693,12;256274,00;256274,00;256274,00;256274,00;256274,00
17 = Ordentliche Aufwendungen;5209930,67;5063968,90;5677792,46;6059718,97;6046780,90;6072541,86;6130835,79;6192070,62
18 = Ordentliches Ergebnis (= 10 + 17);2797122,11;2548016,51;3475962,40;3773389,56;3761417,13;3794415,93;3854879,77;3916124,53
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2797122,11;2548016,51;3475962,40;3773389,56;3761417,13;3794415,93;3854879,77;3916124,53
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2797122,11;2548016,51;3475962,40;3773389,56;3761417,13;3794415,93;3854879,77;3916124,53
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1130900,55;1210903,61;1070765,44;1264970,13;1260528,44;1259724,45;1261162,98;1264938,11
29 = Teilergebnis  (= 26, 27, 28);3928022,66;3758920,12;4546727,84;5038359,69;5021945,57;5054140,38;5116042,75;5181062,64
