;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1032,70;-22093,14;-54,06;-20192,04;-20192,03;-18176,04;-30192,03;-192,04
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;-80,00;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-11103,34;-28631,00;-7885,65;-27807,56;-27412,62;-27154,59;-26934,46;-27627,72
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-12136,04;-50804,14;-7939,71;-47999,60;-47604,65;-45330,63;-57126,49;-27819,76
11 - Personalaufwendungen;607758,03;1083044,80;595570,30;928229,31;912347,87;910136,63;920882,51;931762,00
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;25320,14;33283,00;28340,00;40173,00;40702,00;37641,00;38191,00;38752,00
14 - Bilanzielle Abschreibungen;198,29;8097,37;120,72;251,77;251,76;251,77;251,76;251,77
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;36318,47;54634,92;36245,00;99141,00;99141,00;94941,00;94941,00;94941,00
17 = Ordentliche Aufwendungen;669594,93;1179060,09;660276,02;1067795,08;1052442,63;1042970,40;1054266,27;1065706,77
18 = Ordentliches Ergebnis (= 10 + 17);657458,89;1128255,95;652336,31;1019795,48;1004837,98;997639,77;997139,78;1037887,01
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);657458,89;1128255,95;652336,31;1019795,48;1004837,98;997639,77;997139,78;1037887,01
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);657458,89;1128255,95;652336,31;1019795,48;1004837,98;997639,77;997139,78;1037887,01
27 + Erträge aus internen Leistungsbeziehungen;-648397,22;-1141993,82;-689699,95;-1016364,61;-1002528,50;-995870,45;-995407,88;-1033098,92
28 - Aufwendungen aus internen Leistungsbeziehungen;44022,17;77700,49;93284,37;78976,00;78976,00;78976,00;78976,00;78976,00
29 = Teilergebnis  (= 26, 27, 28);53083,84;63962,62;55920,73;82406,87;81285,48;80745,32;80707,90;83764,09
