;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1708501,63;-1920368,23;-1725407,81;-2000433,96;-2000433,95;-2000433,96;-2000433,95;-2000325,14
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-5944,34;-5133,20;-6461,52;-7000,08;-7000,00;-7000,00;-7000,00;-7000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-1254475,00;-1434831,00;-913096,00;-1160000,00;-1160000,00;-1160000,00;-1160000,00;-1160000,00
7 + Sonstige ordentliche Erträge;-332,39;-246505,32;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2969253,36;-3606837,75;-2644965,33;-3167434,04;-3167433,95;-3167433,96;-3167433,95;-3167325,14
11 - Personalaufwendungen;1107753,77;846721,17;986563,60;928584,85;941264,76;947380,30;957216,43;967180,33
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1071264,94;1283695,23;694382,56;920908,28;921859,08;922820,04;923876,52;924833,00
14 - Bilanzielle Abschreibungen;1507,03;1234,98;574,24;603,99;603,99;494,43;484,59;375,78
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1261856,43;1316071,46;1292933,85;1390779,48;1390779,44;1390779,48;1390779,48;1390779,48
17 = Ordentliche Aufwendungen;3442382,17;3447722,84;2974454,25;3240876,60;3254507,27;3261474,25;3272357,02;3283168,59
18 = Ordentliches Ergebnis (= 10 + 17);473128,81;-159114,91;329488,92;73442,56;87073,32;94040,29;104923,07;115843,45
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);473128,81;-159114,91;329488,92;73442,56;87073,32;94040,29;104923,07;115843,45
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);473128,81;-159114,91;329488,92;73442,56;87073,32;94040,29;104923,07;115843,45
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;630423,34;524447,02;497417,16;487705,45;487051,58;486623,53;486715,24;487545,29
29 = Teilergebnis  (= 26, 27, 28);1103552,15;365332,11;826906,08;561148,01;574124,90;580663,82;591638,31;603388,74
