;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1512752,20;-1229508,02;-644235,61;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-886,33;-1212,45;-5000,00;0,00;0,00;0,00;0,00;0,00
5 + Privatrechtliche Leistungsentgelte;-497089,06;-513055,27;-485000,00;0,00;0,00;0,00;0,00;0,00
6 + Kostenerstattungen und Kostenumlagen;-3509423,85;-3730193,81;-3351700,00;0,00;0,00;0,00;0,00;0,00
7 + Sonstige ordentliche Erträge;-2892,13;-1593,68;-215,41;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-5523043,57;-5475563,23;-4486151,02;0,00;0,00;0,00;0,00;0,00
11 - Personalaufwendungen;7935181,49;7727688,16;6683558,44;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3713805,34;3516046,90;3733953,00;;;;;
14 - Bilanzielle Abschreibungen;2142243,73;1950148,02;1306309,12;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1434641,89;1349147,23;1610916,00;;;;;
17 = Ordentliche Aufwendungen;15225872,45;14543030,31;13334736,56;;;;;
18 = Ordentliches Ergebnis (= 10 + 17);9702828,88;9067467,08;8848585,54;0,00;0,00;0,00;0,00;0,00
19 + Finanzerträge;;-2492,88;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;-2492,88;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);9702828,88;9064974,20;8848585,54;0,00;0,00;0,00;0,00;0,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);9702828,88;9064974,20;8848585,54;0,00;0,00;0,00;0,00;0,00
27 + Erträge aus internen Leistungsbeziehungen;-9901458,08;-9127392,73;-8382832,92;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;838798,40;734461,02;658190,30;;;;;
29 = Teilergebnis  (= 26, 27, 28);640169,20;672042,49;1123942,92;0,00;0,00;0,00;0,00;0,00
