;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1229,56;-824,05;;-41,77;-41,76;-41,77;-41,76;-41,77
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-280367,54;-293650,32;-259854,11;-28181,67;-27840,57;-27800,49;-27857,08;-27797,88
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-281597,10;-294474,37;-259854,11;-28223,44;-27882,33;-27842,26;-27898,84;-27839,65
11 - Personalaufwendungen;1316622,57;1333874,12;1217570,48;946984,37;933306,69;934309,98;944599,49;955020,34
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;27003,88;33773,82;35176,52;29999,28;30516,36;30966,68;31483,76;31934,00
14 - Bilanzielle Abschreibungen;1214,41;843,82;;115,94;115,95;115,94;115,95;115,94
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;34158,38;37513,38;37132,88;39429,20;39429,16;39429,16;39429,16;39262,28
17 = Ordentliche Aufwendungen;1378999,24;1406005,14;1289879,88;1016528,79;1003368,16;1004821,76;1015628,36;1026332,56
18 = Ordentliches Ergebnis (= 10 + 17);1097402,14;1111530,77;1030025,77;988305,35;975485,83;976979,50;987729,52;998492,91
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1097402,14;1111530,77;1030025,77;988305,35;975485,83;976979,50;987729,52;998492,91
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1097402,14;1111530,77;1030025,77;988305,35;975485,83;976979,50;987729,52;998492,91
27 + Erträge aus internen Leistungsbeziehungen;-1124661,34;-1128710,32;-1039445,88;-1030169,92;-1018311,34;-1019693,05;-1029636,68;-1039592,94
28 - Aufwendungen aus internen Leistungsbeziehungen;118647,52;80398,46;93699,59;125390,36;125390,36;125390,36;125390,36;125390,36
29 = Teilergebnis  (= 26, 27, 28);91388,32;63218,91;84279,48;83525,79;82564,85;82676,81;83483,20;84290,33
