;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-139,29;-294,56;-11,88;-165,21;-167,90;-159,88;-138,45;-136,33
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;-119552,10;-30000,00;-30000,00;-30000,00;-30000,00;-30000,00;-30000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-292962,08;-249280,19;-230100,00;-240100,00;-240100,00;-240100,00;-240100,00;-240100,00
7 + Sonstige ordentliche Erträge;;;;-100,00;-100,00;-100,00;-100,00;-100,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-293101,37;-369126,85;-260111,88;-270365,21;-270367,90;-270359,88;-270338,45;-270336,33
11 - Personalaufwendungen;347012,62;288266,24;338856,96;293785,15;295591,23;298412,38;302707,07;307052,47
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;9505,11;7933,61;13097,04;12501,12;12630,88;12722,20;12813,88;12912,96
14 - Bilanzielle Abschreibungen;921,12;1018,79;813,42;966,62;969,56;961,62;940,16;336,96
15 - Transferaufwendungen;;;;0,00;0,00;0,00;0,00;0,00
16 - Sonstige ordentliche Aufwendungen;12787,37;10277,99;28704,40;25745,20;25848,24;25848,32;25848,32;25848,32
17 = Ordentliche Aufwendungen;370226,22;307496,63;381471,82;332998,09;335039,91;337944,52;342309,43;346150,71
18 = Ordentliches Ergebnis (= 10 + 17);77124,85;-61630,22;121359,94;62632,88;64672,01;67584,64;71970,98;75814,38
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;1850,00;;;;;;
21 = Finanzergebnis (= 19 + 20);;1850,00;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);77124,85;-59780,22;121359,94;62632,88;64672,01;67584,64;71970,98;75814,38
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);77124,85;-59780,22;121359,94;62632,88;64672,01;67584,64;71970,98;75814,38
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;73697,70;33837,83;37708,50;33781,95;34057,67;34062,28;34189,42;34441,68
29 = Teilergebnis  (= 26, 27, 28);150822,55;-25942,39;159068,44;96414,83;98729,68;101646,92;106160,40;110256,06
