;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-310950,06;-421545,65;-465504,12;-301139,40;-301139,40;-301137,36;-301114,68;-301064,37
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-58046,00;-49547,78;-60000,00;-50000,00;-50000,00;-50000,00;-50000,00;-50000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-781,16;;-50,00;-50,00;-50,00;-50,00;-50,00;-50,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-369777,22;-471093,43;-525554,12;-351189,40;-351189,40;-351187,36;-351164,68;-351114,37
11 - Personalaufwendungen;267124,43;244745,52;239588,32;245058,09;258023,35;259962,99;262921,63;265917,20
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;429844,33;377583,03;463327,68;445963,12;446121,64;446280,24;446458,64;446617,24
14 - Bilanzielle Abschreibungen;1858,63;2618,85;1428,60;1827,69;1577,16;1463,25;1203,31;1108,53
15 - Transferaufwendungen;703014,40;826008,00;890350,00;725350,00;725350,00;725350,00;725350,00;725350,00
16 - Sonstige ordentliche Aufwendungen;22643,07;22404,99;24554,62;25105,16;25105,16;25105,12;25105,12;25105,12
17 = Ordentliche Aufwendungen;1424484,86;1473360,39;1619249,22;1443304,06;1456177,31;1458161,60;1461038,70;1464098,09
18 = Ordentliches Ergebnis (= 10 + 17);1054707,64;1002266,96;1093695,10;1092114,66;1104987,91;1106974,24;1109874,02;1112983,72
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1054707,64;1002266,96;1093695,10;1092114,66;1104987,91;1106974,24;1109874,02;1112983,72
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1054707,64;1002266,96;1093695,10;1092114,66;1104987,91;1106974,24;1109874,02;1112983,72
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;104156,34;100779,43;97913,32;97510,41;97618,77;97431,90;97424,07;97695,20
29 = Teilergebnis  (= 26, 27, 28);1158863,98;1103046,39;1191608,42;1189625,07;1202606,68;1204406,14;1207298,09;1210678,92
