;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-84,56;-91,92;-49,08;-98,35;-94,39;-49,15;-39,67;-39,55
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-659,40;-948,60;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-743,96;-1040,52;-2049,08;-2098,35;-2094,39;-2049,15;-2039,67;-2039,55
11 - Personalaufwendungen;128016,91;119485,62;126326,52;113064,83;114380,19;115156,30;116341,92;117543,19
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;6876,68;6497,25;6931,04;6574,08;6676,00;6778,04;6880,08;7082,00
14 - Bilanzielle Abschreibungen;78,50;70,47;49,44;98,71;94,75;49,51;40,03;39,91
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;19445,93;18762,40;21226,20;21485,30;21485,30;21485,30;21485,30;21485,30
17 = Ordentliche Aufwendungen;154418,02;144815,74;154533,20;141222,92;142636,24;143469,15;144747,33;146150,40
18 = Ordentliches Ergebnis (= 10 + 17);153674,06;143775,22;152484,12;139124,57;140541,85;141420,00;142707,66;144110,85
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);153674,06;143775,22;152484,12;139124,57;140541,85;141420,00;142707,66;144110,85
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);153674,06;143775,22;152484,12;139124,57;140541,85;141420,00;142707,66;144110,85
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;17005,90;17007,92;15063,85;13879,08;13860,28;13850,50;13881,13;13965,90
29 = Teilergebnis  (= 26, 27, 28);170679,96;160783,14;167547,97;153003,65;154402,13;155270,50;156588,79;158076,75
