"";"Ergebnis des Vorvorvorjahres #/2013";"Ergebnis des Vorvorjahres #/2014";"Ansatz des Vorjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018";"Planung des Haushaltsjahres #/2019";"Planung des Haushaltsjahres #/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-92,30 EUR";"-115,35 EUR";"-1,68 EUR";"-27,24 EUR";"-15,24 EUR";"-2,76 EUR";"-0,96 EUR";"-0,96 EUR"
"3 + Sonstige Transfererträge";"";"";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-38.050,00 EUR";"-102.350,00 EUR";"-100.000,00 EUR";"-140.000,00 EUR";"-140.000,00 EUR";"-140.000,00 EUR";"-140.000,00 EUR";"-140.000,00 EUR"
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-38.142,30 EUR";"-102.465,35 EUR";"-100.001,68 EUR";"-140.027,24 EUR";"-140.015,24 EUR";"-140.002,76 EUR";"-140.000,96 EUR";"-140.000,96 EUR"
"11 - Personalaufwendungen";"20.986,53 EUR";"27.211,08 EUR";"19.238,04 EUR";"20.926,11 EUR";"21.038,66 EUR";"21.189,26 EUR";"21.448,82 EUR";"21.711,50 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"1.174,20 EUR";"1.472,58 EUR";"1.341,60 EUR";"707,16 EUR";"713,16 EUR";"723,00 EUR";"732,84 EUR";"742,68 EUR"
"14 - Bilanzielle Abschreibungen";"74,71 EUR";"127,99 EUR";"4,68 EUR";"37,92 EUR";"25,92 EUR";"10,08 EUR";"3,84 EUR";"1,80 EUR"
"15 - Transferaufwendungen";"158.652,59 EUR";"175.401,84 EUR";"362.450,00 EUR";"219.401,00 EUR";"218.894,00 EUR";"218.402,00 EUR";"218.402,00 EUR";"218.402,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"2.265,87 EUR";"3.295,24 EUR";"2.348,12 EUR";"1.627,40 EUR";"1.624,05 EUR";"1.624,05 EUR";"1.624,05 EUR";"1.624,05 EUR"
"17 = Ordentliche Aufwendungen";"183.153,90 EUR";"207.508,73 EUR";"385.382,44 EUR";"242.699,59 EUR";"242.295,79 EUR";"241.948,39 EUR";"242.211,55 EUR";"242.482,03 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"145.011,60 EUR";"105.043,38 EUR";"285.380,76 EUR";"102.672,35 EUR";"102.280,55 EUR";"101.945,63 EUR";"102.210,59 EUR";"102.481,07 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"145.011,60 EUR";"105.043,38 EUR";"285.380,76 EUR";"102.672,35 EUR";"102.280,55 EUR";"101.945,63 EUR";"102.210,59 EUR";"102.481,07 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"145.011,60 EUR";"105.043,38 EUR";"285.380,76 EUR";"102.672,35 EUR";"102.280,55 EUR";"101.945,63 EUR";"102.210,59 EUR";"102.481,07 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"3.969,44 EUR";"8.211,30 EUR";"5.273,31 EUR";"6.704,77 EUR";"6.695,68 EUR";"6.693,68 EUR";"6.700,87 EUR";"6.717,39 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"148.981,04 EUR";"113.254,68 EUR";"290.654,07 EUR";"109.377,12 EUR";"108.976,23 EUR";"108.639,31 EUR";"108.911,46 EUR";"109.198,46 EUR"
