;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-420770,66;-355540,01;-162625,83;-229025,47;-204249,06;-166571,02;-126688,11;-108099,93
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-599983,50;-632216,20;-617249,36;-616345,76;-616345,72;-616345,72;-616345,72;-616345,72
6 + Kostenerstattungen und Kostenumlagen;-247,89;-5728,34;;;;;;
7 + Sonstige ordentliche Erträge;-3320,00;-3250,00;-3128,63;-3129,00;-3128,98;-3094,59;-2541,55;-1883,15
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1024322,05;-996734,55;-783003,82;-848500,23;-823723,76;-786011,33;-745575,38;-726328,80
11 - Personalaufwendungen;1354920,10;1229015,94;1193929,16;1204027,31;1209662,69;1221143,48;1238620,03;1256304,17
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3987633,77;4371260,08;4256642,84;4384901,48;4461273,68;4537806,72;4621993,36;4698526,56
14 - Bilanzielle Abschreibungen;395585,17;377706,21;234565,98;289798,99;260751,75;219961,93;177051,07;143330,32
15 - Transferaufwendungen;39026,80;37317,41;0,00;0,00;;;;
16 - Sonstige ordentliche Aufwendungen;6168925,76;6164288,20;5888839,04;6268314,92;6283621,52;6298928,24;6314234,80;6329541,56
17 = Ordentliche Aufwendungen;11946091,60;12179587,84;11573977,02;12147042,70;12215309,64;12277840,37;12351899,26;12427702,61
18 = Ordentliches Ergebnis (= 10 + 17);10921769,55;11182853,29;10790973,20;11298542,47;11391585,88;11491829,04;11606323,88;11701373,81
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);10921769,55;11182853,29;10790973,20;11298542,47;11391585,88;11491829,04;11606323,88;11701373,81
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);10921769,55;11182853,29;10790973,20;11298542,47;11391585,88;11491829,04;11606323,88;11701373,81
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;569442,13;536372,21;530902,44;469742,02;469557,86;471145,16;474378,46;479582,01
29 = Teilergebnis  (= 26, 27, 28);11491211,68;11719225,50;11321875,64;11768284,49;11861143,74;11962974,20;12080702,34;12180955,82
