;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-4021,20;-944,25;-33,30;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-370,00;-190,00;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-268270,00;-262712,91;0,00;;-550000,00;;-250000,00;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-272661,20;-263847,16;-33,30;;-550000,00;;-250000,00;
11 - Personalaufwendungen;560640,90;489520,39;471524,81;;294294,53;;300898,97;304934,57
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;81004,73;159002,91;192179,16;1000,00;345372,56;1000,00;165512,56;185512,56
14 - Bilanzielle Abschreibungen;3841,52;1557,51;33,30;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;9692,05;8765,65;28600,80;;9100,00;;9100,00;9100,00
17 = Ordentliche Aufwendungen;655179,20;658846,46;692338,07;1000,00;648767,09;1000,00;475511,53;499547,13
18 = Ordentliches Ergebnis (= 10 + 17);382518,00;394999,30;692304,77;1000,00;98767,09;1000,00;225511,53;499547,13
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);382518,00;394999,30;692304,77;1000,00;98767,09;1000,00;225511,53;499547,13
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);382518,00;394999,30;692304,77;1000,00;98767,09;1000,00;225511,53;499547,13
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;103913,36;125581,88;107903,37;44,63;31378,06;43,54;23493,37;24626,63
29 = Teilergebnis  (= 26, 27, 28);486431,36;520581,18;800208,14;1044,63;130145,15;1043,54;249004,90;524173,76
