;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-72637,01;-194577,82;-246,64;-7303,12;-7263,71;-7213,42;-6931,24;-4590,05
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-474581,96;-598694,49;-350000,00;-3860000,00;-4828500,00;-4828500,00;-4828500,00;-4828500,00
5 + Privatrechtliche Leistungsentgelte;-15387,00;;-15000,00;-15000,00;-15000,00;-15000,00;-15000,00;-15000,00
6 + Kostenerstattungen und Kostenumlagen;;;0,00;0,00;0,00;0,00;0,00;0,00
7 + Sonstige ordentliche Erträge;-380000,00;-20000,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-942605,97;-813272,31;-365246,64;-3882303,12;-4850763,71;-4850713,42;-4850431,24;-4848090,05
11 - Personalaufwendungen;1060290,27;1030794,53;1066163,27;1353963,07;1357823,81;1369795,75;1389439,26;1409315,86
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;633506,31;1309184,56;825514,48;8826475,80;10811264,08;10865989,96;10920976,00;10976081,76
14 - Bilanzielle Abschreibungen;20501,51;67013,41;947,06;8204,08;8164,24;7984,25;7520,34;5073,74
15 - Transferaufwendungen;0,00;0,00;;;;;;
16 - Sonstige ordentliche Aufwendungen;849229,22;729480,23;517417,43;3600319,27;4140328,16;4140328,08;4140328,08;4140328,08
17 = Ordentliche Aufwendungen;2563527,31;3136472,73;2410042,24;13788962,22;16317580,29;16384098,04;16458263,68;16530799,44
18 = Ordentliches Ergebnis (= 10 + 17);1620921,34;2323200,42;2044795,60;9906659,10;11466816,58;11533384,62;11607832,44;11682709,39
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1620921,34;2323200,42;2044795,60;9906659,10;11466816,58;11533384,62;11607832,44;11682709,39
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1620921,34;2323200,42;2044795,60;9906659,10;11466816,58;11533384,62;11607832,44;11682709,39
27 + Erträge aus internen Leistungsbeziehungen;-204633,87;-204302,04;-204302,04;-204188,04;-204188,04;-204188,04;-204188,04;-204188,04
28 - Aufwendungen aus internen Leistungsbeziehungen;151550,01;167035,80;148060,30;509616,11;589985,54;588077,57;588824,11;594410,11
29 = Teilergebnis  (= 26, 27, 28);1567837,48;2285934,18;1988553,86;10212087,17;11852614,08;11917274,15;11992468,51;12072931,46
