;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1057,36;-292,43;;-3,40;-3,40;-3,40;-3,40;-3,40
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1768,00;-2176,00;-1000,00;-1000,00;-1000,00;-1000,00;-1000,00;-1000,00
5 + Privatrechtliche Leistungsentgelte;-1115590,56;-1128596,84;-900000,00;-900000,00;-900000,00;-900000,00;-900000,00;-900000,00
6 + Kostenerstattungen und Kostenumlagen;-34369,43;-23875,65;-10000,00;0,00;0,00;0,00;0,00;0,00
7 + Sonstige ordentliche Erträge;-380,30;-688726,33;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-1153165,65;-1843667,25;-911000,00;-901003,40;-901003,40;-901003,40;-901003,40;-901003,40
11 - Personalaufwendungen;1024053,49;899845,77;847493,95;414666,06;408849,15;411488,18;415526,66;419623,16
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;432873,90;416165,66;566544,84;524303,84;524640,16;525054,12;525467,76;525853,56
14 - Bilanzielle Abschreibungen;55882,72;55177,64;54805,64;54563,70;54563,68;51411,33;51411,31;51369,40
15 - Transferaufwendungen;;;0,00;126000,00;126500,00;127800,00;129700,00;131700,00
16 - Sonstige ordentliche Aufwendungen;728159,93;322692,22;397583,64;385346,92;385346,92;385346,92;385346,92;385346,92
17 = Ordentliche Aufwendungen;2240970,04;1693881,29;1866428,07;1504880,52;1499899,91;1501100,55;1507452,65;1513893,04
18 = Ordentliches Ergebnis (= 10 + 17);1087804,39;-149785,96;955428,07;603877,12;598896,51;600097,15;606449,25;612889,64
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1087804,39;-149785,96;955428,07;603877,12;598896,51;600097,15;606449,25;612889,64
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1087804,39;-149785,96;955428,07;603877,12;598896,51;600097,15;606449,25;612889,64
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;189591,77;169435,42;146777,98;79049,50;78172,83;77937,26;77939,58;78312,18
29 = Teilergebnis  (= 26, 27, 28);1277396,16;19649,46;1102206,05;682926,62;677069,34;678034,41;684388,83;691201,82
