;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-15830,07;-13584,48;-8410,85;-13185,36;-13176,70;-13075,41;-12820,62;-12096,82
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-2103100,94;-2107318,37;-2194760,00;-2146100,00;-2146100,00;-2146100,00;-2146100,00;-2146100,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-3648,33;-164,10;-314,40;-314,40;-238,57;-184,48;-184,40;-184,48
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2122579,34;-2121066,95;-2203485,25;-2159599,76;-2159515,27;-2159359,89;-2159105,02;-2158381,30
11 - Personalaufwendungen;3896630,69;3891619,96;4497633,68;4469395,61;4477349,56;4519724,23;4584227,36;4649496,20
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3306616,41;3286134,48;3243050,08;2956333,48;3012037,68;3068941,76;3126883,64;3186087,72
14 - Bilanzielle Abschreibungen;45034,25;38223,61;31849,75;31641,32;29764,88;28195,64;26165,53;21121,50
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;5026165,08;4974921,09;5351319,39;5731042,06;5732891,98;5735042,06;5737242,06;5739442,06
17 = Ordentliche Aufwendungen;12274446,43;12190899,14;13123852,90;13188412,47;13252044,10;13351903,69;13474518,59;13596147,48
18 = Ordentliches Ergebnis (= 10 + 17);10151867,09;10069832,19;10920367,65;11028812,71;11092528,83;11192543,80;11315413,57;11437766,18
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);10151867,09;10069832,19;10920367,65;11028812,71;11092528,83;11192543,80;11315413,57;11437766,18
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);10151867,09;10069832,19;10920367,65;11028812,71;11092528,83;11192543,80;11315413,57;11437766,18
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;523314,64;531455,92;507358,17;459412,73;457214,64;458593,29;462365,47;469225,44
29 = Teilergebnis  (= 26, 27, 28);10675181,73;10601288,11;11427725,82;11488225,44;11549743,47;11651137,09;11777779,04;11906991,62
