;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-942,27;-809,60;-859,58;-859,60;-859,58;-859,60;-859,58;-859,60
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-90000,00;-90000,00;-90000,00;-90000,00;-90000,00;-90000,00;-90000,00;-90000,00
6 + Kostenerstattungen und Kostenumlagen;-5177,04;-1944,14;;;;;;
7 + Sonstige ordentliche Erträge;-10193,96;-37211,62;-10342,22;-10342,21;-10342,21;-10342,22;-10342,21;-10342,22
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-106313,27;-129965,36;-101201,80;-101201,81;-101201,79;-101201,82;-101201,79;-101201,82
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;260320,16;215881,36;294300,00;241450,00;244550,00;247850,00;251050,00;254450,00
14 - Bilanzielle Abschreibungen;138623,17;133093,20;126002,07;132054,58;124166,79;111871,29;35082,52;32741,80
15 - Transferaufwendungen;785000,00;800822,22;785000,00;785000,00;785000,00;785000,00;785000,00;785000,00
16 - Sonstige ordentliche Aufwendungen;3140874,76;3140629,07;3142900,00;3306510,00;3306510,00;3306510,00;3306510,00;3306510,00
17 = Ordentliche Aufwendungen;4324818,09;4290425,85;4348202,07;4465014,58;4460226,79;4451231,29;4377642,52;4378701,80
18 = Ordentliches Ergebnis (= 10 + 17);4218504,82;4160460,49;4247000,27;4363812,77;4359025,00;4350029,47;4276440,73;4277499,98
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);4218504,82;4160460,49;4247000,27;4363812,77;4359025,00;4350029,47;4276440,73;4277499,98
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);4218504,82;4160460,49;4247000,27;4363812,77;4359025,00;4350029,47;4276440,73;4277499,98
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;15190,00;12189,84;15006,99;10762,90;10735,47;10782,68;10870,76;11065,72
29 = Teilergebnis  (= 26, 27, 28);4233694,82;4172650,33;4262007,26;4374575,67;4369760,47;4360812,15;4287311,49;4288565,70
