;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-225,29;-10244,76;-10044,40;-10057,84;-10057,84;-10057,84;-10057,84;-10057,84
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-49403,71;-101509,35;-65000,00;-65000,00;-65000,00;-65000,00;-65000,00;-65000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-11847,61;-15750,00;-7500,00;-7500,00;-7500,00;-7500,00;-7500,00;-7500,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-61476,61;-127504,11;-82544,40;-82557,84;-82557,84;-82557,84;-82557,84;-82557,84
11 - Personalaufwendungen;491199,16;457439,16;470165,56;442330,39;443852,36;446050,03;451292,93;456601,21
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;23211,51;22197,83;19644,80;21651,68;22007,80;22375,88;22768,16;23142,32
14 - Bilanzielle Abschreibungen;99,88;258,03;44,40;60,36;60,36;60,36;60,36;60,36
15 - Transferaufwendungen;;20000,00;20000,00;20000,00;20000,00;20000,00;20000,00;20000,00
16 - Sonstige ordentliche Aufwendungen;43274,96;42056,98;36527,77;38943,50;38943,50;38943,50;38943,50;38943,50
17 = Ordentliche Aufwendungen;557785,51;541952,00;546382,53;522985,93;524864,02;527429,77;533064,95;538747,39
18 = Ordentliches Ergebnis (= 10 + 17);496308,90;414447,89;463838,13;440428,09;442306,18;444871,93;450507,11;456189,55
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);496308,90;414447,89;463838,13;440428,09;442306,18;444871,93;450507,11;456189,55
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);496308,90;414447,89;463838,13;440428,09;442306,18;444871,93;450507,11;456189,55
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;72739,80;74686,17;62782,70;64749,40;64517,56;64445,15;64594,15;64930,62
29 = Teilergebnis  (= 26, 27, 28);569048,70;489134,06;526620,83;505177,49;506823,74;509317,08;515101,26;521120,17
