;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-237859,77;-126315,85;-25495,43;-122685,75;-122654,11;-121293,42;-96463,09;-76973,25
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-5711,68;-6410,18;;-4000,00;-4000,00;-4000,00;-4000,00;-4000,00
5 + Privatrechtliche Leistungsentgelte;-143015,05;-149554,22;-89100,00;-85100,00;-100100,00;-100100,00;-100100,00;-100100,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;-20986,90;-13489,67;-9280,97;-13639,67;-13639,68;-13639,67;-12550,00;-9280,97
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-407573,40;-295769,92;-123876,40;-225425,42;-240393,79;-239033,09;-213113,09;-190354,22
11 - Personalaufwendungen;1137405,30;948178,23;938335,28;936852,47;866628,06;874512,11;886516,69;898666,44
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;1732541,62;1730485,11;1777512,72;1790775,92;1801958,16;1813340,32;1821785,44;1830437,72
14 - Bilanzielle Abschreibungen;1434482,27;801371,59;556612,00;777859,39;678957,64;628382,08;511873,52;373493,76
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;1684401,22;1649836,43;1649242,57;1701442,30;1701442,38;1701442,42;1701442,42;1701442,42
17 = Ordentliche Aufwendungen;5988830,41;5129871,36;4921702,57;5206930,08;5048986,24;5017676,93;4921618,07;4804040,34
18 = Ordentliches Ergebnis (= 10 + 17);5581257,01;4834101,44;4797826,17;4981504,66;4808592,45;4778643,84;4708504,98;4613686,12
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);5581257,01;4834101,44;4797826,17;4981504,66;4808592,45;4778643,84;4708504,98;4613686,12
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);5581257,01;4834101,44;4797826,17;4981504,66;4808592,45;4778643,84;4708504,98;4613686,12
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;276084,30;221181,08;227210,27;196729,35;192290,79;192074,13;192413,62;193829,98
29 = Teilergebnis  (= 26, 27, 28);5857341,31;5055282,52;5025036,44;5178234,01;5000883,24;4970717,97;4900918,60;4807516,10
