;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-28532840,86;-29063781,81;-28286300,00;-28720000,00;-29150350,00;-29590000,00;-30030000,00;-30480000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-222988,91;-245766,00;-290700,00;0,00;0,00;0,00;0,00;0,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-28755829,77;-29309547,81;-28577000,00;-28720000,00;-29150350,00;-29590000,00;-30030000,00;-30480000,00
11 - Personalaufwendungen;15000,00;16250,00;15000,00;15000,00;15000,00;15000,00;15000,00;15000,00
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;;;;;
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;27508656,65;27817142,45;27098950,00;28509100,00;28934100,00;29364100,00;29804100,00;30249100,00
17 = Ordentliche Aufwendungen;27523656,65;27833392,45;27113950,00;28524100,00;28949100,00;29379100,00;29819100,00;30264100,00
18 = Ordentliches Ergebnis (= 10 + 17);-1232173,12;-1476155,36;-1463050,00;-195900,00;-201250,00;-210900,00;-210900,00;-215900,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-1232173,12;-1476155,36;-1463050,00;-195900,00;-201250,00;-210900,00;-210900,00;-215900,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-1232173,12;-1476155,36;-1463050,00;-195900,00;-201250,00;-210900,00;-210900,00;-215900,00
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;1801509,87;1476374,95;1394875,15;1377212,53;1380022,13;1382015,74;1385039,02;1388295,70
29 = Teilergebnis  (= 26, 27, 28);569336,75;219,59;-68174,85;1181312,53;1178772,13;1171115,74;1174139,02;1172395,70
