;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;-61421,71;-105,60;-412,08;-412,08;-407,40;-404,04;-404,04
3 + Sonstige Transfererträge;;-15007,44;-532500,00;-532500,00;-532500,00;-532500,00;-532500,00;-532500,00
4 + Öffentlich-rechtliche Leistungsentgelte;;-2566,60;-3230,76;-3500,04;-3500,00;-3500,00;-3500,00;-3500,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-453182,70;-512818,04;-560838,68;-566772,32;-580234,20;-580234,20;-580234,20
7 + Sonstige ordentliche Erträge;;-125000,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;-657178,45;-1048654,40;-1097250,80;-1103184,40;-1116641,60;-1116638,24;-1116638,24
11 - Personalaufwendungen;;1471850,68;1773574,12;1156878,17;1152886,74;1156798,79;1170026,87;1183421,15
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;48145,49;74609,24;56501,32;57274,84;58105,92;58951,20;59796,60
14 - Bilanzielle Abschreibungen;;1683,43;210,96;508,91;508,91;441,59;432,47;432,47
15 - Transferaufwendungen;;7989470,37;5584410,00;8265636,00;8401101,00;8536828,00;8637028,00;8737028,00
16 - Sonstige ordentliche Aufwendungen;;4434591,74;209453,78;169384,92;169384,84;169384,92;169384,92;169384,92
17 = Ordentliche Aufwendungen;;13945741,71;7642258,10;9648909,32;9781156,33;9921559,22;10035823,46;10150063,14
18 = Ordentliches Ergebnis (= 10 + 17);;13288563,26;6593603,70;8551658,52;8677971,93;8804917,62;8919185,22;9033424,90
19 + Finanzerträge;;-32950,79;-36500,00;-36500,00;-36500,00;-36500,00;-36500,00;-36500,00
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;-32950,79;-36500,00;-36500,00;-36500,00;-36500,00;-36500,00;-36500,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;13255612,47;6557103,70;8515158,52;8641471,93;8768417,62;8882685,22;8996924,90
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;13255612,47;6557103,70;8515158,52;8641471,93;8768417,62;8882685,22;8996924,90
27 + Erträge aus internen Leistungsbeziehungen;;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;328611,22;319699,30;258654,39;257691,85;257419,85;257782,78;258633,65
29 = Teilergebnis  (= 26, 27, 28);;13584223,69;6876803,00;8773812,91;8899163,78;9025837,47;9140468,00;9255558,55
