;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-72026,13;21503,57;-4,92;-202,41;-202,41;-202,41;-202,41;-202,40
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-45103,53;-71669,06;-84257,60;-79213,14;-79495,85;-79641,38;-79158,27;-78667,76
7 + Sonstige ordentliche Erträge;-20000,00;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-137129,66;-50165,49;-84262,52;-79415,55;-79698,26;-79843,79;-79360,68;-78870,16
11 - Personalaufwendungen;321930,21;311255,35;272487,28;266030,34;267972,69;270358,89;273993,48;277672,04
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;9555,78;21088,67;18220,00;23820,00;23959,96;24099,96;24259,92;24419,96
14 - Bilanzielle Abschreibungen;485,36;1452,16;105,94;303,43;303,44;301,16;290,01;289,99
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;2473555,83;2463962,74;2532000,16;2641776,04;2652975,96;2664876,08;2664876,08;2676926,08
17 = Ordentliche Aufwendungen;2805527,18;2797758,92;2822813,38;2931929,81;2945212,05;2959636,09;2963419,49;2979308,07
18 = Ordentliches Ergebnis (= 10 + 17);2668397,52;2747593,43;2738550,86;2852514,26;2865513,79;2879792,30;2884058,81;2900437,91
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2668397,52;2747593,43;2738550,86;2852514,26;2865513,79;2879792,30;2884058,81;2900437,91
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2668397,52;2747593,43;2738550,86;2852514,26;2865513,79;2879792,30;2884058,81;2900437,91
27 + Erträge aus internen Leistungsbeziehungen;-2540163,94;-2790578,15;-2581687,56;-2803840,45;-2815864,92;-2829072,47;-2833019,01;-2848169,61
28 - Aufwendungen aus internen Leistungsbeziehungen;80289,32;199284,57;52462,18;178663,80;178663,80;178663,80;178663,80;178663,80
29 = Teilergebnis  (= 26, 27, 28);208522,90;156299,85;209325,48;227337,61;228312,67;229383,63;229703,60;230932,10
