"";"Ergebnis des Vorvorvorjahres #/2013";"Ergebnis des Vorvorjahres #/2014";"Ansatz des Vorjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018";"Planung des Haushaltsjahres #/2019";"Planung des Haushaltsjahres #/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-76.004,92 EUR";"-75.263,74 EUR";"-72.377,92 EUR";"-71.261,32 EUR";"-70.860,67 EUR";"-70.703,32 EUR";"-70.196,92 EUR";"-70.004,10 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-150,00 EUR";"-1.530,00 EUR";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"-100,00 EUR";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"-340,58 EUR";"-0,82 EUR";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"-241,81 EUR";"";"-277,44 EUR";"-278,64 EUR";"-259,20 EUR";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-76.737,31 EUR";"-76.894,56 EUR";"-72.655,36 EUR";"-71.539,96 EUR";"-71.119,87 EUR";"-70.703,32 EUR";"-70.196,92 EUR";"-70.004,10 EUR"
"11 - Personalaufwendungen";"647.761,97 EUR";"694.605,36 EUR";"328.972,88 EUR";"360.823,91 EUR";"359.999,36 EUR";"362.726,87 EUR";"367.240,03 EUR";"371.808,86 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"19.718,35 EUR";"16.219,72 EUR";"80.836,60 EUR";"77.698,76 EUR";"77.929,96 EUR";"78.167,52 EUR";"78.404,96 EUR";"78.642,52 EUR"
"14 - Bilanzielle Abschreibungen";"8.624,87 EUR";"7.700,46 EUR";"3.270,64 EUR";"1.675,92 EUR";"1.108,08 EUR";"861,12 EUR";"221,52 EUR";"13,20 EUR"
"15 - Transferaufwendungen";"10.000,00 EUR";"10.000,00 EUR";"10.000,00 EUR";"10.000,00 EUR";"10.000,00 EUR";"10.000,00 EUR";"10.000,00 EUR";"10.000,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"30.018,00 EUR";"38.220,24 EUR";"43.798,96 EUR";"45.096,40 EUR";"45.102,88 EUR";"45.102,84 EUR";"45.102,84 EUR";"45.102,84 EUR"
"17 = Ordentliche Aufwendungen";"716.123,19 EUR";"766.745,78 EUR";"466.879,08 EUR";"495.294,99 EUR";"494.140,28 EUR";"496.858,35 EUR";"500.969,35 EUR";"505.567,42 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"639.385,88 EUR";"689.851,22 EUR";"394.223,72 EUR";"423.755,03 EUR";"423.020,41 EUR";"426.155,03 EUR";"430.772,43 EUR";"435.563,32 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"639.385,88 EUR";"689.851,22 EUR";"394.223,72 EUR";"423.755,03 EUR";"423.020,41 EUR";"426.155,03 EUR";"430.772,43 EUR";"435.563,32 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"639.385,88 EUR";"689.851,22 EUR";"394.223,72 EUR";"423.755,03 EUR";"423.020,41 EUR";"426.155,03 EUR";"430.772,43 EUR";"435.563,32 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"115.873,72 EUR";"101.900,15 EUR";"80.208,26 EUR";"51.668,65 EUR";"51.522,86 EUR";"51.478,53 EUR";"51.595,05 EUR";"51.888,29 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"755.259,60 EUR";"791.751,37 EUR";"474.431,98 EUR";"475.423,68 EUR";"474.543,27 EUR";"477.633,56 EUR";"482.367,48 EUR";"487.451,61 EUR"
