;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-71087,00;-102667,00;-100000,00;-100000,00;-100000,00;-100000,00;-100000,00;-100000,00
6 + Kostenerstattungen und Kostenumlagen;-242323,68;-228279,56;-222500,00;-232500,00;-232500,00;-232500,00;-232500,00;-232500,00
7 + Sonstige ordentliche Erträge;-228341,19;-5261,37;-30000,00;-30000,00;-30000,00;-30000,00;-30000,00;-30000,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-541751,87;-336207,93;-352500,00;-362500,00;-362500,00;-362500,00;-362500,00;-362500,00
11 - Personalaufwendungen;665224,69;658690,58;650000,00;650000,00;650000,00;650000,00;650000,00;650000,00
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;28081,60;53094,10;109050,00;110550,00;110550,00;110550,00;110550,00;110550,00
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;26592,45;26601,40;26600,00;30000,00;30000,00;30000,00;30000,00;30000,00
16 - Sonstige ordentliche Aufwendungen;168225,97;145443,03;157200,00;157200,00;157200,00;157200,00;157200,00;157200,00
17 = Ordentliche Aufwendungen;888124,71;883829,11;942850,00;947750,00;947750,00;947750,00;947750,00;947750,00
18 = Ordentliches Ergebnis (= 10 + 17);346372,84;547621,18;590350,00;585250,00;585250,00;585250,00;585250,00;585250,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);346372,84;547621,18;590350,00;585250,00;585250,00;585250,00;585250,00;585250,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);346372,84;547621,18;590350,00;585250,00;585250,00;585250,00;585250,00;585250,00
27 + Erträge aus internen Leistungsbeziehungen;;0,00;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;48,36;;;;;;
29 = Teilergebnis  (= 26, 27, 28);346372,84;547669,54;590350,00;585250,00;585250,00;585250,00;585250,00;585250,00
