;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-45521,35;-55111,35;-1369,35;-23063,38;-22959,45;-21816,12;-1416,02;-480,80
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-1694,00;-2042,00;-1350,00;-1350,00;-1350,00;-1350,00;-1350,00;-1350,00
5 + Privatrechtliche Leistungsentgelte;-5000,00;-5000,00;-500,00;-500,00;-500,00;-500,00;-500,00;-500,00
6 + Kostenerstattungen und Kostenumlagen;-982827,08;-2365467,45;-1302795,61;-2908604,70;-2908847,66;-2909107,54;-2909278,76;-2909194,43
7 + Sonstige ordentliche Erträge;-2619670,29;-2041131,96;-1364150,00;-1760150,00;-1760150,00;-1760150,00;-1760150,00;-1760150,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3654712,72;-4468752,76;-2670164,96;-4693668,08;-4693807,11;-4692923,66;-4672694,78;-4671675,23
11 - Personalaufwendungen;10779128,20;10261172,79;11170313,55;11926036,86;11907221,19;11997377,53;12140704,90;12285818,52
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;415039,69;321977,04;246307,00;175984,60;178791,60;185870,52;189220,76;192299,72
14 - Bilanzielle Abschreibungen;25950,26;42161,42;3239,03;4058,47;3099,18;1956,00;1727,77;1408,59
15 - Transferaufwendungen;1000,00;19600,00;;;;;;
16 - Sonstige ordentliche Aufwendungen;1583081,69;536217,61;323701,88;282601,84;282602,00;282601,88;282601,88;282601,88
17 = Ordentliche Aufwendungen;12804199,84;11181128,86;11743561,46;12388681,77;12371713,97;12467805,93;12614255,31;12762128,71
18 = Ordentliches Ergebnis (= 10 + 17);9149487,12;6712376,10;9073396,50;7695013,69;7677906,86;7774882,27;7941560,53;8090453,48
19 + Finanzerträge;;-138,00;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;12696,00;145,00;;;;;;
21 = Finanzergebnis (= 19 + 20);12696,00;7,00;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);9162183,12;6712383,10;9073396,50;7695013,69;7677906,86;7774882,27;7941560,53;8090453,48
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);9162183,12;6712383,10;9073396,50;7695013,69;7677906,86;7774882,27;7941560,53;8090453,48
27 + Erträge aus internen Leistungsbeziehungen;-8610753,32;-7009888,94;-7448884,31;-7251033,61;-7262302,16;-7278142,31;-7301885,85;-7325756,37
28 - Aufwendungen aus internen Leistungsbeziehungen;2862812,30;2256609,96;2151793,70;2113196,34;2106460,64;2105908,99;2108441,52;2114511,22
29 = Teilergebnis  (= 26, 27, 28);3414242,10;1959104,12;3776305,89;2557176,42;2522065,34;2602648,95;2748116,20;2879208,33
