;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-41256,71;-463954,51;-149900,00;-298200,00;-298200,00;-198800,00;0,00;0,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-3190,80;-16282,78;-7350,00;-7350,00;-7350,00;-3675,00;0,00;0,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-44447,51;-480237,29;-157250,00;-305550,00;-305550,00;-202475,00;0,00;0,00
11 - Personalaufwendungen;202732,99;209687,70;271057,32;292074,72;289712,82;292258,86;296137,18;300062,53
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;161382,53;176370,73;84350,00;152050,00;152100,00;76100,00;0,00;0,00
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;7923,32;30325,06;19150,00;46250,00;46250,00;31725,00;0,00;0,00
17 = Ordentliche Aufwendungen;372038,84;416383,49;374557,32;490374,72;488062,82;400083,86;296137,18;300062,53
18 = Ordentliches Ergebnis (= 10 + 17);327591,33;-63853,80;217307,32;184824,72;182512,82;197608,86;296137,18;300062,53
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);327591,33;-63853,80;217307,32;184824,72;182512,82;197608,86;296137,18;300062,53
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);327591,33;-63853,80;217307,32;184824,72;182512,82;197608,86;296137,18;300062,53
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;21496,93;21789,46;18123,12;19797,81;19395,52;16024,85;12823,37;13050,12
29 = Teilergebnis  (= 26, 27, 28);349088,26;-42064,34;235430,44;204622,53;201908,34;213633,71;308960,55;313112,65
