;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-725472,62;-617286,12;-449895,02;-438643,96;-383410,43;-377606,11;-358649,35;-336738,29
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-775501,30;-780619,81;-814402,60;-805042,96;-803244,32;-799154,37;-793428,32;-793428,34
5 + Privatrechtliche Leistungsentgelte;;;-800,00;0,00;0,00;0,00;0,00;0,00
6 + Kostenerstattungen und Kostenumlagen;-408725,67;-433494,45;-308275,00;-321185,00;-321185,00;-321185,00;-321185,00;-321185,00
7 + Sonstige ordentliche Erträge;-8611,89;-1987,68;0,00;0,00;0,00;0,00;0,00;0,00
8 + Aktivierte Eigenleistungen;-162830,72;-6678,09;-183400,20;-177440,16;-165543,24;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2081142,20;-1840066,15;-1756772,82;-1742312,08;-1673382,99;-1497945,48;-1473262,67;-1451351,63
11 - Personalaufwendungen;2260707,15;2209994,80;1934368,07;2138901,87;2121475,00;2135672,60;2164268,68;2193209,66
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5340872,72;4825526,04;5309010,52;5152573,68;5083748,60;5035123,60;5041523,88;5102998,80
14 - Bilanzielle Abschreibungen;2422453,94;2341404,23;1944683,26;1782900,78;1274181,97;1182958,63;967944,20;678723,61
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;120666,97;119390,97;106707,20;121675,08;121708,28;121708,44;121708,44;121708,44
17 = Ordentliche Aufwendungen;10144700,78;9496316,04;9294769,05;9196051,41;8601113,85;8475463,27;8295445,20;8096640,51
18 = Ordentliches Ergebnis (= 10 + 17);8063558,58;7656249,89;7537996,23;7453739,33;6927730,86;6977517,79;6822182,53;6645288,88
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);8063558,58;7656249,89;7537996,23;7453739,33;6927730,86;6977517,79;6822182,53;6645288,88
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);8063558,58;7656249,89;7537996,23;7453739,33;6927730,86;6977517,79;6822182,53;6645288,88
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;690108,69;547433,94;2893925,93;555991,90;548166,02;543820,72;543879,53;549172,85
29 = Teilergebnis  (= 26, 27, 28);8753667,27;8203683,83;10431922,16;8009731,23;7475896,88;7521338,51;7366062,06;7194461,73
