"";"Ergebnis des Vorvorvorjahres #/2013";"Ergebnis des Vorvorjahres #/2014";"Ansatz des Vorjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018";"Planung des Haushaltsjahres #/2019";"Planung des Haushaltsjahres #/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-66.335,37 EUR";"-67.450,47 EUR";"-77,35 EUR";"-1.693,74 EUR";"-1.673,65 EUR";"-1.649,03 EUR";"-1.581,91 EUR";"-1.575,98 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"-116.953,19 EUR";"-55.721,96 EUR";"-54.400,00 EUR";"-56.300,00 EUR";"-56.300,00 EUR";"-56.300,00 EUR";"-56.300,00 EUR";"-56.300,00 EUR"
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"-80.000,00 EUR";"-80.000,00 EUR";"-31.950,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"7 + Sonstige ordentliche Erträge";"-3.358,00 EUR";"-782,00 EUR";"-5.000,00 EUR";"-200,00 EUR";"-200,00 EUR";"-200,00 EUR";"-200,00 EUR";"-200,00 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-266.646,56 EUR";"-203.954,43 EUR";"-91.427,35 EUR";"-58.193,74 EUR";"-58.173,65 EUR";"-58.149,03 EUR";"-58.081,91 EUR";"-58.075,98 EUR"
"11 - Personalaufwendungen";"1.038.390,49 EUR";"963.504,53 EUR";"833.058,43 EUR";"824.048,18 EUR";"777.237,29 EUR";"784.461,78 EUR";"795.460,44 EUR";"806.590,61 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"205.186,57 EUR";"201.767,61 EUR";"113.972,88 EUR";"115.747,64 EUR";"115.839,44 EUR";"116.129,12 EUR";"116.418,68 EUR";"116.732,52 EUR"
"14 - Bilanzielle Abschreibungen";"1.192,04 EUR";"2.289,64 EUR";"343,62 EUR";"1.990,20 EUR";"1.970,06 EUR";"1.945,47 EUR";"1.788,59 EUR";"1.582,41 EUR"
"15 - Transferaufwendungen";"178.028,11 EUR";"176.364,47 EUR";"188.650,00 EUR";"156.700,00 EUR";"156.700,00 EUR";"156.700,00 EUR";"156.700,00 EUR";"156.700,00 EUR"
"16 - Sonstige ordentliche Aufwendungen";"31.259,60 EUR";"35.479,50 EUR";"44.264,88 EUR";"49.714,84 EUR";"49.180,28 EUR";"49.180,28 EUR";"49.180,28 EUR";"49.180,28 EUR"
"17 = Ordentliche Aufwendungen";"1.454.056,81 EUR";"1.379.405,75 EUR";"1.180.289,81 EUR";"1.148.200,86 EUR";"1.100.927,07 EUR";"1.108.416,65 EUR";"1.119.547,99 EUR";"1.130.785,82 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"1.187.410,25 EUR";"1.175.451,32 EUR";"1.088.862,46 EUR";"1.090.007,12 EUR";"1.042.753,42 EUR";"1.050.267,62 EUR";"1.061.466,08 EUR";"1.072.709,84 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"1.187.410,25 EUR";"1.175.451,32 EUR";"1.088.862,46 EUR";"1.090.007,12 EUR";"1.042.753,42 EUR";"1.050.267,62 EUR";"1.061.466,08 EUR";"1.072.709,84 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"1.187.410,25 EUR";"1.175.451,32 EUR";"1.088.862,46 EUR";"1.090.007,12 EUR";"1.042.753,42 EUR";"1.050.267,62 EUR";"1.061.466,08 EUR";"1.072.709,84 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"242.082,38 EUR";"130.384,07 EUR";"100.796,05 EUR";"112.185,62 EUR";"107.536,20 EUR";"107.509,85 EUR";"107.815,99 EUR";"108.485,84 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"1.429.492,63 EUR";"1.305.835,39 EUR";"1.189.658,51 EUR";"1.202.192,74 EUR";"1.150.289,62 EUR";"1.157.777,47 EUR";"1.169.282,07 EUR";"1.181.195,68 EUR"
