;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;0,00;-412000,00;-2538000,00;-2718000,00;-2678000,00
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;0,00;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;0,00;-412000,00;-2538000,00;-2718000,00;-2678000,00
11 - Personalaufwendungen;;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;;215000,00;352500,00;277500,00;227500,00
14 - Bilanzielle Abschreibungen;;;;;;;;
15 - Transferaufwendungen;;230000,00;;0,00;292000,00;2310000,00;2550000,00;2550000,00
16 - Sonstige ordentliche Aufwendungen;;;;;;;;
17 = Ordentliche Aufwendungen;;230000,00;;0,00;507000,00;2662500,00;2827500,00;2777500,00
18 = Ordentliches Ergebnis (= 10 + 17);;230000,00;;0,00;95000,00;124500,00;109500,00;99500,00
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;230000,00;;0,00;95000,00;124500,00;109500,00;99500,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;230000,00;;0,00;95000,00;124500,00;109500,00;99500,00
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;;;;;
29 = Teilergebnis  (= 26, 27, 28);;230000,00;;0,00;95000,00;124500,00;109500,00;99500,00
