;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2323236,34;-291579,92;-154365,99;-200714,02;-178657,11;-141220,28;-110372,99;-93228,67
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-713857,72;-740152,15;-810094,80;-711333,00;-711333,00;-711333,00;-711333,00;-711333,00
6 + Kostenerstattungen und Kostenumlagen;-59,51;-73500,01;;;;;;
7 + Sonstige ordentliche Erträge;-51405,13;-12727,66;-1145,13;-635,71;-635,75;-635,71;-47,40;-39,48
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-3088558,70;-1117959,74;-965605,92;-912682,73;-890625,86;-853188,99;-821753,39;-804601,15
11 - Personalaufwendungen;613382,90;638599,36;714553,35;756614,76;760273,51;767461,11;778402,31;789473,59
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;5427139,54;5687740,49;6002368,12;5467988,36;5563986,68;5660112,72;5765851,40;5861977,52
14 - Bilanzielle Abschreibungen;386809,23;374885,03;259189,46;299924,73;263798,43;222426,52;181334,92;155224,67
15 - Transferaufwendungen;1920661,09;38785,34;20000,00;20000,00;20000,00;20000,00;20000,00;20000,00
16 - Sonstige ordentliche Aufwendungen;7764371,53;7325020,73;7871544,68;7446441,40;7465666,60;7484891,80;7504117,00;7523342,20
17 = Ordentliche Aufwendungen;16112364,29;14065030,95;14867655,61;13990969,25;14073725,22;14154892,15;14249705,63;14350017,98
18 = Ordentliches Ergebnis (= 10 + 17);13023805,59;12947071,21;13902049,69;13078286,52;13183099,36;13301703,16;13427952,24;13545416,83
19 + Finanzerträge;;-78796,82;-123499,96;-94999,96;-94999,96;-94999,96;-94999,96;-94999,96
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;-78796,82;-123499,96;-94999,96;-94999,96;-94999,96;-94999,96;-94999,96
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);13023805,59;12868274,39;13778549,73;12983286,56;13088099,40;13206703,20;13332952,28;13450416,87
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);13023805,59;12868274,39;13778549,73;12983286,56;13088099,40;13206703,20;13332952,28;13450416,87
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;594691,72;559321,48;577687,57;477846,88;478007,51;480002,53;483749,00;489647,31
29 = Teilergebnis  (= 26, 27, 28);13618497,31;13427595,87;14356237,30;13461133,44;13566106,91;13686705,73;13816701,28;13940064,18
