;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-584,64;-714,12;-148,93;-186,60;-186,60;-186,61;-186,60;-186,61
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-90790,30;-104783,00;-90000,00;-95000,00;-95000,00;-95000,00;-95000,00;-95000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-21153,87;-10629,91;;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-112528,81;-116127,03;-90148,93;-105186,60;-105186,60;-105186,61;-105186,60;-105186,61
11 - Personalaufwendungen;1518677,16;1355250,14;1352062,44;1390772,56;1384892,66;1391618,05;1407714,13;1424012,45
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;64757,17;62826,79;51960,88;57624,64;58629,60;59668,36;60775,48;61831,36
14 - Bilanzielle Abschreibungen;454,45;942,48;339,83;384,57;384,58;384,55;242,59;214,17
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;103244,04;179638,30;117926,58;124744,32;124744,32;124744,32;124744,32;124744,32
17 = Ordentliche Aufwendungen;1687132,82;1598657,71;1522289,73;1573526,09;1568651,16;1576415,28;1593476,52;1610802,30
18 = Ordentliches Ergebnis (= 10 + 17);1574604,01;1482530,68;1432140,80;1468339,49;1463464,56;1471228,67;1488289,92;1505615,69
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1574604,01;1482530,68;1432140,80;1468339,49;1463464,56;1471228,67;1488289,92;1505615,69
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1574604,01;1482530,68;1432140,80;1468339,49;1463464,56;1471228,67;1488289,92;1505615,69
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;210803,57;199802,16;178284,90;173975,05;172780,79;172548,09;172998,50;174030,53
29 = Teilergebnis  (= 26, 27, 28);1785407,58;1682332,84;1610425,70;1642314,54;1636245,35;1643776,76;1661288,42;1679646,22
