;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-863,27;-545,60;-265,48;-310,12;-310,84;-302,92;-281,19;-279,28
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-315532,52;-218870,97;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-316395,79;-219416,57;-265,48;-310,12;-310,84;-302,92;-281,19;-279,28
11 - Personalaufwendungen;303912,64;285210,70;242631,16;226609,29;229209,63;231140,24;234082,04;237060,11
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;28918,36;32563,74;33565,88;33393,44;33505,04;33592,04;33678,92;33773,12
14 - Bilanzielle Abschreibungen;485,84;566,94;355,79;400,44;401,10;385,59;281,07;279,16
15 - Transferaufwendungen;71000,00;71000,00;71000,00;71000,00;71000,00;71000,00;71000,00;71000,00
16 - Sonstige ordentliche Aufwendungen;935764,75;372538,36;106023,40;107490,28;107554,72;107554,72;107554,72;107554,72
17 = Ordentliche Aufwendungen;1340081,59;761879,74;453576,23;438893,45;441670,49;443672,59;446596,75;449667,11
18 = Ordentliches Ergebnis (= 10 + 17);1023685,80;542463,17;453310,75;438583,33;441359,65;443369,67;446315,56;449387,83
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1023685,80;542463,17;453310,75;438583,33;441359,65;443369,67;446315,56;449387,83
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1023685,80;542463,17;453310,75;438583,33;441359,65;443369,67;446315,56;449387,83
27 + Erträge aus internen Leistungsbeziehungen;-1051377,87;-564542,93;-469867,15;-454000,53;-456810,13;-458803,74;-461827,02;-465083,70
28 - Aufwendungen aus internen Leistungsbeziehungen;27692,07;22079,76;16556,40;15417,20;15450,48;15434,07;15511,46;15695,87
29 = Teilergebnis  (= 26, 27, 28);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
