;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-3058,84;-317,55;-70,32;-84,96;-84,96;-84,96;-84,96;-84,96
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-50874,00;-14555,80;-28000,00;-28000,00;-28000,00;-28000,00;-28000,00;-28000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-7695,08;-7695,17;-7600,00;-7600,00;-7600,00;-7600,00;-7600,00;-7600,00
7 + Sonstige ordentliche Erträge;-402,84;-15174,98;-5100,00;-5100,00;-5100,00;-5100,00;-5100,00;-5100,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-62030,76;-37743,50;-40770,32;-40784,96;-40784,96;-40784,96;-40784,96;-40784,96
11 - Personalaufwendungen;566020,04;461469,49;558174,36;543456,18;545934,28;549275,46;555358,33;561518,60
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;28912,47;28914,19;23173,32;25618,56;26052,36;26500,84;26978,76;27434,64
14 - Bilanzielle Abschreibungen;1551,00;352,97;89,52;107,29;107,28;107,29;107,28;107,29
15 - Transferaufwendungen;42138,49;11452,31;9150,00;6150,00;6150,00;6150,00;6150,00;6150,00
16 - Sonstige ordentliche Aufwendungen;42376,22;43523,91;43219,27;46162,64;46162,68;46162,64;46162,64;46162,64
17 = Ordentliche Aufwendungen;680998,22;545712,87;633806,47;621494,67;624406,60;628196,23;634757,01;641373,17
18 = Ordentliches Ergebnis (= 10 + 17);618967,46;507969,37;593036,15;580709,71;583621,64;587411,27;593972,05;600588,21
19 + Finanzerträge;;-898,00;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;-898,00;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00;-1150,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);618967,46;507071,37;591886,15;579559,71;582471,64;586261,27;592822,05;599438,21
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);618967,46;507071,37;591886,15;579559,71;582471,64;586261,27;592822,05;599438,21
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;86339,12;80475,24;75705,67;73344,83;73087,87;73026,38;73193,13;73591,37
29 = Teilergebnis  (= 26, 27, 28);705306,58;587546,61;667591,82;652904,54;655559,51;659287,65;666015,18;673029,58
