;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;;;;-62964,30;-53536,42;-44983,42;-25987,38;-13264,48
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;-5000,00;-5000,00;-5000,00;-5000,00;-5000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;-838427,00;-838427,00;-888427,00;-888427,00;-888427,00
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;;;;-906391,30;-896963,42;-938410,42;-919414,38;-906691,48
11 - Personalaufwendungen;;;;2076211,99;2085927,29;2102863,25;2131565,72;2160612,42
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;;;;621830,24;625268,16;633816,80;634756,12;635665,08
14 - Bilanzielle Abschreibungen;;;;112897,81;75959,89;67338,56;28076,52;14737,80
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;;;;2476119,36;2476119,32;2525301,32;2525301,32;2525301,32
17 = Ordentliche Aufwendungen;;;;5287059,40;5263274,66;5329319,93;5319699,68;5336316,62
18 = Ordentliches Ergebnis (= 10 + 17);;;;4380668,10;4366311,24;4390909,51;4400285,30;4429625,14
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);;;;4380668,10;4366311,24;4390909,51;4400285,30;4429625,14
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);;;;4380668,10;4366311,24;4390909,51;4400285,30;4429625,14
27 + Erträge aus internen Leistungsbeziehungen;;;;-2834352,00;-2834352,00;-2834352,00;-2834352,00;-2834352,00
28 - Aufwendungen aus internen Leistungsbeziehungen;;;;143841,16;142598,17;142635,10;143362,31;145187,60
29 = Teilergebnis  (= 26, 27, 28);;;;1690157,26;1674557,41;1699192,61;1709295,61;1740460,74
