;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-361274,30;;0,00;;;;;
3 + Sonstige Transfererträge;-14642366,84;;0,00;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-14860,85;;0,00;;;;;
5 + Privatrechtliche Leistungsentgelte;-1853,40;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-27963002,51;;0,00;;;;;
7 + Sonstige ordentliche Erträge;20632,01;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-42962725,89;;0,00;;;;;
11 - Personalaufwendungen;7224962,90;;;;;;;
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;6213833,89;;0,00;;;;;
14 - Bilanzielle Abschreibungen;4786,50;;;;;;;
15 - Transferaufwendungen;92731567,69;0,00;0,00;;;;;
16 - Sonstige ordentliche Aufwendungen;8553688,96;0,00;0,00;;;;;
17 = Ordentliche Aufwendungen;114728839,94;0,00;0,00;;;;;
18 = Ordentliches Ergebnis (= 10 + 17);71766114,05;0,00;0,00;;;;;
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);71766114,05;0,00;0,00;;;;;
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);71766114,05;0,00;0,00;;;;;
27 + Erträge aus internen Leistungsbeziehungen;0,00;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;1659406,84;;;;;;;
29 = Teilergebnis  (= 26, 27, 28);73425520,89;0,00;0,00;;;;;
