;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-6478,74;-1513,43;-47,32;-73,31;-73,31;-73,32;-73,29;-73,32
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-20773,43;-25945,49;-30526,97;-22338,83;-22236,06;-22329,40;-22389,74;-22362,43
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-27252,17;-27458,92;-30574,29;-22412,14;-22309,37;-22402,72;-22463,03;-22435,75
11 - Personalaufwendungen;1024899,75;988563,58;862716,41;759753,96;755561,43;761260,12;769955,63;778760,57
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;29361,58;34935,03;29380,00;43780,00;44340,04;44900,04;45540,08;46180,04
14 - Bilanzielle Abschreibungen;2615,08;822,82;356,69;382,66;382,67;373,78;329,13;329,15
15 - Transferaufwendungen;2500,00;1000,00;;;;;;
16 - Sonstige ordentliche Aufwendungen;40557,60;39628,08;45749,84;46769,96;46770,04;46769,92;46769,92;46769,92
17 = Ordentliche Aufwendungen;1099934,01;1064949,51;938202,94;850686,58;847054,18;853303,86;862594,76;872039,68
18 = Ordentliches Ergebnis (= 10 + 17);1072681,84;1037490,59;907628,65;828274,44;824744,81;830901,14;840131,73;849603,93
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1072681,84;1037490,59;907628,65;828274,44;824744,81;830901,14;840131,73;849603,93
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1072681,84;1037490,59;907628,65;828274,44;824744,81;830901,14;840131,73;849603,93
27 + Erträge aus internen Leistungsbeziehungen;-1213010,47;-1034877,75;-967095,25;-816666,21;-813400,72;-819095,96;-827634,32;-836395,90
28 - Aufwendungen aus internen Leistungsbeziehungen;239796,07;55350,19;137878,69;54607,20;54607,20;54607,20;54607,20;54607,20
29 = Teilergebnis  (= 26, 27, 28);99467,44;57963,03;78412,09;66215,43;65951,29;66412,38;67104,61;67815,23
