;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-273531,69;-231067,02;-87165,47;-141170,30;-119987,37;-88089,25;-55075,08;-45998,10
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-486840,88;-508426,30;-488026,32;-519734,20;-519734,20;-519734,20;-519734,20;-519734,20
6 + Kostenerstattungen und Kostenumlagen;308,30;-1217,99;;;;;;
7 + Sonstige ordentliche Erträge;-4335,55;-3390,17;-1122,96;-2669,60;-2669,61;-2669,60;-2514,61;-1574,36
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-764399,82;-744101,48;-576314,75;-663574,10;-642391,18;-610493,05;-577323,89;-567306,66
11 - Personalaufwendungen;515282,36;513812,23;615503,47;556120,73;558831,76;564080,07;572069,17;580153,45
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;3502244,86;3872125,09;3581457,00;3942502,72;4012635,88;4082870,24;4160128,00;4230362,36
14 - Bilanzielle Abschreibungen;272349,13;282712,17;156409,47;208398,25;180728,74;146520,85;91481,09;61889,08
15 - Transferaufwendungen;34664,11;38761,99;20000,00;20000,00;20000,00;20000,00;20000,00;20000,00
16 - Sonstige ordentliche Aufwendungen;5050403,45;5144184,18;4808219,60;5490851,36;5504898,16;5518945,12;5532992,00;5547038,84
17 = Ordentliche Aufwendungen;9374943,91;9851595,66;9181589,54;10217873,06;10277094,54;10332416,28;10376670,26;10439443,73
18 = Ordentliches Ergebnis (= 10 + 17);8610544,09;9107494,18;8605274,79;9554298,96;9634703,36;9721923,23;9799346,37;9872137,07
19 + Finanzerträge;;-4147,20;-6500,04;-5000,04;-5000,04;-5000,04;-5000,04;-5000,04
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;-4147,20;-6500,04;-5000,04;-5000,04;-5000,04;-5000,04;-5000,04
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);8610544,09;9103346,98;8598774,75;9549298,92;9629703,32;9716923,19;9794346,33;9867137,03
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);8610544,09;9103346,98;8598774,75;9549298,92;9629703,32;9716923,19;9794346,33;9867137,03
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;456261,50;439712,42;417813,68;384991,78;385144,33;386621,00;389368,35;393668,35
29 = Teilergebnis  (= 26, 27, 28);9066805,59;9543059,40;9016588,43;9934290,70;10014847,65;10103544,19;10183714,68;10260805,38
