;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1723,43;-404,69;-14,28;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;-1156,00;-952,00;;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;-2000,00;0,00;0,00;0,00;0,00;0,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2879,43;-1356,69;-2014,28;-2000,00;-2000,00;-2000,00;-2000,00;-2000,00
11 - Personalaufwendungen;240274,73;209794,55;202082,28;406947,42;126126,36;424161,08;128957,04;130686,60
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;2871,95;3262,31;7291,00;8475,00;3302,44;8875,00;3362,44;23362,44
14 - Bilanzielle Abschreibungen;1646,38;667,47;14,28;;;;;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;4006,73;3680,00;12257,56;18000,00;8900,00;18000,00;8900,00;8900,00
17 = Ordentliche Aufwendungen;248799,79;217404,33;221645,12;433422,42;138328,80;451036,08;141219,48;162949,04
18 = Ordentliches Ergebnis (= 10 + 17);245920,36;216047,64;219630,84;431422,42;136328,80;449036,08;139219,48;160949,04
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);245920,36;216047,64;219630,84;431422,42;136328,80;449036,08;139219,48;160949,04
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);245920,36;216047,64;219630,84;431422,42;136328,80;449036,08;139219,48;160949,04
27 + Erträge aus internen Leistungsbeziehungen;-274542,25;-87900,00;-87900,00;-87900,00;-87900,00;-87900,00;-87900,00;-87900,00
28 - Aufwendungen aus internen Leistungsbeziehungen;52174,25;54780,03;46220,94;33517,73;17384,91;33838,70;17432,83;18402,70
29 = Teilergebnis  (= 26, 27, 28);23552,36;182927,67;177951,78;377040,15;65813,71;394974,78;68752,31;91451,74
