;"Ergebnis des Vorvorvorjahres #/2013";"Ergebnis des Vorvorjahres #/2014";"Ansatz des Vorjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018";"Planung des Haushaltsjahres #/2019";"Planung des Haushaltsjahres #/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-114.854,79 EUR";"-101.066,57 EUR";"-71.482,33 EUR";"-71.732,91 EUR";"-71.732,85 EUR";"-71.732,91 EUR";"-71.732,86 EUR";"-71.732,91 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"-1.430.791,30 EUR";"-1.403.903,40 EUR";"-1.774.800,00 EUR";"-1.474.800,00 EUR";"-1.474.800,00 EUR";"-1.502.800,00 EUR";"-1.552.800,00 EUR";"-1.552.800,00 EUR"
"6 + Kostenerstattungen und Kostenumlagen";"";"-230,00 EUR";"-600,00 EUR";"-600,00 EUR";"-600,00 EUR";"-600,00 EUR";"-600,00 EUR";"-600,00 EUR"
"7 + Sonstige ordentliche Erträge";"-14.751,65 EUR";"-12.480,82 EUR";"-9.102,17 EUR";"-11.554,24 EUR";"-11.080,77 EUR";"-10.694,37 EUR";"-10.392,33 EUR";"-9.857,60 EUR"
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-1.560.397,74 EUR";"-1.517.680,79 EUR";"-1.855.984,50 EUR";"-1.558.687,15 EUR";"-1.558.213,62 EUR";"-1.585.827,28 EUR";"-1.635.525,19 EUR";"-1.634.990,51 EUR"
"11 - Personalaufwendungen";"2.759.905,94 EUR";"2.730.243,01 EUR";"2.746.280,32 EUR";"2.676.981,72 EUR";"2.667.465,70 EUR";"2.684.352,94 EUR";"2.710.066,58 EUR";"2.736.088,34 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"181.070,65 EUR";"189.114,60 EUR";"187.250,00 EUR";"185.750,00 EUR";"188.000,00 EUR";"190.400,00 EUR";"191.643,00 EUR";"192.887,00 EUR"
"14 - Bilanzielle Abschreibungen";"30.587,92 EUR";"20.006,87 EUR";"15.997,74 EUR";"18.693,70 EUR";"15.832,07 EUR";"14.690,68 EUR";"13.802,64 EUR";"12.988,46 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"348.945,53 EUR";"313.047,81 EUR";"353.410,00 EUR";"324.620,00 EUR";"324.620,00 EUR";"324.620,00 EUR";"324.620,00 EUR";"324.620,00 EUR"
"17 = Ordentliche Aufwendungen";"3.320.510,04 EUR";"3.252.412,29 EUR";"3.302.938,06 EUR";"3.206.045,42 EUR";"3.195.917,77 EUR";"3.214.063,62 EUR";"3.240.132,22 EUR";"3.266.583,80 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"1.760.112,30 EUR";"1.734.731,50 EUR";"1.446.953,56 EUR";"1.647.358,27 EUR";"1.637.704,15 EUR";"1.628.236,34 EUR";"1.604.607,03 EUR";"1.631.593,29 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"1.760.112,30 EUR";"1.734.731,50 EUR";"1.446.953,56 EUR";"1.647.358,27 EUR";"1.637.704,15 EUR";"1.628.236,34 EUR";"1.604.607,03 EUR";"1.631.593,29 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"1.760.112,30 EUR";"1.734.731,50 EUR";"1.446.953,56 EUR";"1.647.358,27 EUR";"1.637.704,15 EUR";"1.628.236,34 EUR";"1.604.607,03 EUR";"1.631.593,29 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"363.494,86 EUR";"367.965,75 EUR";"335.539,12 EUR";"331.327,35 EUR";"329.070,36 EUR";"328.780,56 EUR";"329.363,98 EUR";"331.097,76 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"2.123.607,16 EUR";"2.102.697,25 EUR";"1.782.492,68 EUR";"1.978.685,62 EUR";"1.966.774,51 EUR";"1.957.016,90 EUR";"1.933.971,01 EUR";"1.962.691,05 EUR"
