;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-61079,42;;;;;;;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-108842581,49;-109310959,62;-106600000,00;-650000,00;-650000,00;-650000,00;-650000,00;-650000,00
5 + Privatrechtliche Leistungsentgelte;-1976,45;;0,00;0,00;0,00;0,00;0,00;0,00
6 + Kostenerstattungen und Kostenumlagen;-165984,00;0,00;;;;;;
7 + Sonstige ordentliche Erträge;-422880,01;-20000,00;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-109494501,37;-109330959,62;-106600000,00;-650000,00;-650000,00;-650000,00;-650000,00;-650000,00
11 - Personalaufwendungen;185594,67;;0,00;0,00;0,00;0,00;0,00;0,00
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;80431943,57;110508376,22;106600000,00;650000,00;650000,00;650000,00;650000,00;650000,00
14 - Bilanzielle Abschreibungen;2667366,69;;0,00;0,00;0,00;0,00;0,00;0,00
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;25122127,91;110843,23;0,00;0,00;0,00;0,00;0,00;0,00
17 = Ordentliche Aufwendungen;108407032,84;110619219,45;106600000,00;650000,00;650000,00;650000,00;650000,00;650000,00
18 = Ordentliches Ergebnis (= 10 + 17);-1087468,53;1288259,83;0,00;0,00;0,00;0,00;0,00;0,00
19 + Finanzerträge;;;;-3600000,00;-1500000,00;-1000000,00;-1000000,00;-1000000,00
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;-3600000,00;-1500000,00;-1000000,00;-1000000,00;-1000000,00
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);-1087468,53;1288259,83;0,00;-3600000,00;-1500000,00;-1000000,00;-1000000,00;-1000000,00
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);-1087468,53;1288259,83;0,00;-3600000,00;-1500000,00;-1000000,00;-1000000,00;-1000000,00
27 + Erträge aus internen Leistungsbeziehungen;0,00;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;575304,13;;;;;;;
29 = Teilergebnis  (= 26, 27, 28);-512164,40;1288259,83;0,00;-3600000,00;-1500000,00;-1000000,00;-1000000,00;-1000000,00
