;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-755,56;-770,93;-703,89;-708,33;-708,33;-708,33;-650,91;-19,32
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-27083,50;-30218,35;-25000,00;-25000,00;-25000,00;-25000,00;-25000,00;-25000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;;;;;;;
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-27839,06;-30989,28;-25703,89;-25708,33;-25708,33;-25708,33;-25650,91;-25019,32
11 - Personalaufwendungen;228546,41;231135,90;216793,24;304037,68;278242,93;280394,84;283677,81;287001,34
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;7669,48;7395,07;5613,36;6286,80;6406,32;6529,84;6661,44;6786,96
14 - Bilanzielle Abschreibungen;717,49;775,34;703,89;709,17;709,17;709,17;651,75;20,16
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;10878,03;11041,84;12004,60;12815,21;12815,21;12815,21;12815,21;12815,21
17 = Ordentliche Aufwendungen;247811,41;250348,15;235115,09;323848,86;298173,63;300449,06;303806,21;306623,67
18 = Ordentliches Ergebnis (= 10 + 17);219972,35;219358,87;209411,20;298140,53;272465,30;274740,73;278155,30;281604,35
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);219972,35;219358,87;209411,20;298140,53;272465,30;274740,73;278155,30;281604,35
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);219972,35;219358,87;209411,20;298140,53;272465,30;274740,73;278155,30;281604,35
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;28432,48;28314,81;24026,49;27991,53;26654,34;26640,99;26730,26;26934,92
29 = Teilergebnis  (= 26, 27, 28);248404,83;247673,68;233437,69;326132,06;299119,64;301381,72;304885,56;308539,27
