;"Ergebnis des Vorvorvorjahres #/2013";"Ergebnis des Vorvorjahres #/2014";"Ansatz des Vorjahres #/2015";"Planung des Haushaltsjahres #/2016";"Planung des Haushaltsjahres #/2017";"Planung des Haushaltsjahres #/2018";"Planung des Haushaltsjahres #/2019";"Planung des Haushaltsjahres #/2020"
"1 + Steuern und ähnliche Abgaben";"";"";"";"";"";"";"";""
"2 + Zuwendungen und allgemeine Umlagen";"-111.843,95 EUR";"-107.226,71 EUR";"-104.049,99 EUR";"-106.527,26 EUR";"-92.527,30 EUR";"-92.527,26 EUR";"-92.438,05 EUR";"-91.395,27 EUR"
"3 + Sonstige Transfererträge";"";"";"";"";"";"";"";""
"4 + Öffentlich-rechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"5 + Privatrechtliche Leistungsentgelte";"";"";"";"";"";"";"";""
"6 + Kostenerstattungen und Kostenumlagen";"";"";"";"";"";"";"";""
"7 + Sonstige ordentliche Erträge";"";"";"";"";"";"";"";""
"8 + Aktivierte Eigenleistungen";"";"";"";"";"";"";"";""
"9 +/- Bestandsveränderungen";"";"";"";"";"";"";"";""
"10 = Ordentliche Erträge";"-111.843,95 EUR";"-107.226,71 EUR";"-104.049,99 EUR";"-106.527,26 EUR";"-92.527,30 EUR";"-92.527,26 EUR";"-92.438,05 EUR";"-91.395,27 EUR"
"11 - Personalaufwendungen";"279.775,92 EUR";"247.168,12 EUR";"292.548,02 EUR";"325.539,69 EUR";"330.157,31 EUR";"332.580,85 EUR";"336.282,21 EUR";"340.029,78 EUR"
"12 - Versorgungsaufwendungen";"";"";"";"";"";"";"";""
"13 - Aufwendungen für Sach- und Dienstleistungen";"5.415.978,11 EUR";"5.460.939,18 EUR";"5.554.854,96 EUR";"5.850.854,96 EUR";"6.000.854,80 EUR";"6.050.855,00 EUR";"6.110.855,00 EUR";"6.165.855,00 EUR"
"14 - Bilanzielle Abschreibungen";"7.480,88 EUR";"2.891,43 EUR";"71,66 EUR";"2.538,41 EUR";"2.538,45 EUR";"2.538,41 EUR";"2.449,20 EUR";"1.406,43 EUR"
"15 - Transferaufwendungen";"";"";"";"";"";"";"";""
"16 - Sonstige ordentliche Aufwendungen";"3.093,00 EUR";"1.575,43 EUR";"5.776,12 EUR";"5.685,16 EUR";"5.685,36 EUR";"5.685,16 EUR";"5.685,16 EUR";"5.685,16 EUR"
"17 = Ordentliche Aufwendungen";"5.706.327,91 EUR";"5.712.574,16 EUR";"5.853.250,76 EUR";"6.184.618,22 EUR";"6.339.235,92 EUR";"6.391.659,42 EUR";"6.455.271,57 EUR";"6.512.976,37 EUR"
"18 = Ordentliches Ergebnis (= 10 + 17)";"5.594.483,96 EUR";"5.605.347,45 EUR";"5.749.200,77 EUR";"6.078.090,96 EUR";"6.246.708,62 EUR";"6.299.132,16 EUR";"6.362.833,52 EUR";"6.421.581,10 EUR"
"19 + Finanzerträge";"";"";"";"";"";"";"";""
"20 - Zinsen und sonstige Finanzaufwendungen";"";"";"";"";"";"";"";""
"21 = Finanzergebnis (= 19 + 20)";"";"";"";"";"";"";"";""
"22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21)";"5.594.483,96 EUR";"5.605.347,45 EUR";"5.749.200,77 EUR";"6.078.090,96 EUR";"6.246.708,62 EUR";"6.299.132,16 EUR";"6.362.833,52 EUR";"6.421.581,10 EUR"
"23 + Außerordentliche Erträge";"";"";"";"";"";"";"";""
"24 - Außerordentliche Aufwendungen";"";"";"";"";"";"";"";""
"25 = Außerordentliches Ergebnis (= 23 + 24)";"";"";"";"";"";"";"";""
"26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25)";"5.594.483,96 EUR";"5.605.347,45 EUR";"5.749.200,77 EUR";"6.078.090,96 EUR";"6.246.708,62 EUR";"6.299.132,16 EUR";"6.362.833,52 EUR";"6.421.581,10 EUR"
"27 + Erträge aus internen Leistungsbeziehungen";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR";"0,00 EUR"
"28 - Aufwendungen aus internen Leistungsbeziehungen";"513.321,16 EUR";"501.722,39 EUR";"467.605,61 EUR";"429.613,12 EUR";"432.219,42 EUR";"431.997,90 EUR";"433.459,66 EUR";"437.232,46 EUR"
"29 = Teilergebnis  (= 26, 27, 28)";"6.107.805,12 EUR";"6.107.069,84 EUR";"6.216.806,38 EUR";"6.507.704,08 EUR";"6.678.928,04 EUR";"6.731.130,06 EUR";"6.796.293,18 EUR";"6.858.813,56 EUR"
