;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-72,35;-72,36;-72,35;-72,36;-72,35;-72,36;-72,35;-72,36
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;0,00;0,00;0,00;0,00;0,00;0,00
6 + Kostenerstattungen und Kostenumlagen;-6986,60;-23737,10;-10887,97;-13631,30;-13655,02;-13682,49;-13689,47;-13660,26
7 + Sonstige ordentliche Erträge;;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-7058,95;-23809,46;-10960,32;-13703,66;-13727,37;-13754,85;-13761,82;-13732,62
11 - Personalaufwendungen;360517,89;337822,31;271499,33;264839,20;265818,92;267646,51;270438,52;273266,86
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;10523,11;14356,04;18800,00;19500,00;19700,00;20000,00;20300,00;20600,00
14 - Bilanzielle Abschreibungen;72,35;72,36;72,35;72,36;72,35;72,36;72,35;72,36
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;37370,07;44023,45;52899,92;54299,92;54299,92;54299,92;54299,92;54299,92
17 = Ordentliche Aufwendungen;408483,42;396274,16;343271,60;338711,48;339891,19;342018,79;345110,79;348239,14
18 = Ordentliches Ergebnis (= 10 + 17);401424,47;372464,70;332311,28;325007,82;326163,82;328263,94;331348,97;334506,52
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);401424,47;372464,70;332311,28;325007,82;326163,82;328263,94;331348,97;334506,52
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);401424,47;372464,70;332311,28;325007,82;326163,82;328263,94;331348,97;334506,52
27 + Erträge aus internen Leistungsbeziehungen;-408245,30;-389912,41;-344817,07;-333739,28;-334808,64;-336751,23;-339604,88;-342525,62
28 - Aufwendungen aus internen Leistungsbeziehungen;39989,16;39286,64;40464,23;35791,32;35791,32;35791,32;35791,32;35791,32
29 = Teilergebnis  (= 26, 27, 28);33168,33;21838,93;27958,44;27059,86;27146,50;27304,03;27535,41;27772,22
