;Ergebnis des Vorvorvorjahres #/2013;Ergebnis des Vorvorjahres #/2014;Ansatz des Vorjahres #/2015;Planung des Haushaltsjahres #/2016;Planung des Haushaltsjahres #/2017;Planung des Haushaltsjahres #/2018;Planung des Haushaltsjahres #/2019;Planung des Haushaltsjahres #/2020
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-4662040,86;-4785334,65;-5263103,80;-5513156,92;-5578156,91;-5643156,93;-5708156,91;-5778156,93
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-2010065,00;-2139369,00;-2125000,00;-2300000,00;-2300000,00;-2300000,00;-2300000,00;-2300000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-2750,00;;;;;;;
7 + Sonstige ordentliche Erträge;-73937,00;;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-6748792,86;-6924703,65;-7388103,80;-7813156,92;-7878156,91;-7943156,93;-8008156,91;-8078156,93
11 - Personalaufwendungen;375917,41;366572,13;406063,42;303847,89;305737,14;308533,36;312791,06;317099,89
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;587,34;621,58;855,00;855,00;855,04;855,00;855,00;855,00
14 - Bilanzielle Abschreibungen;693,19;580,57;204,30;247,49;247,45;247,50;247,45;247,50
15 - Transferaufwendungen;7583925,59;7894625,51;8578600,00;9173600,00;9343600,00;9463600,00;9603600,00;9868600,00
16 - Sonstige ordentliche Aufwendungen;165697,91;119725,73;27376,20;22985,24;23685,20;24085,24;24985,24;26985,24
17 = Ordentliche Aufwendungen;8126821,44;8382125,52;9013098,92;9501535,62;9674124,83;9797321,10;9942478,75;10213787,63
18 = Ordentliches Ergebnis (= 10 + 17);1378028,58;1457421,87;1624995,12;1688378,70;1795967,92;1854164,17;1934321,84;2135630,70
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);1378028,58;1457421,87;1624995,12;1688378,70;1795967,92;1854164,17;1934321,84;2135630,70
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);1378028,58;1457421,87;1624995,12;1688378,70;1795967,92;1854164,17;1934321,84;2135630,70
27 + Erträge aus internen Leistungsbeziehungen;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
28 - Aufwendungen aus internen Leistungsbeziehungen;212116,77;210077,65;190184,23;167402,67;167279,23;167279,67;167401,78;167648,26
29 = Teilergebnis  (= 26, 27, 28);1590145,35;1667499,52;1815179,35;1855781,37;1963247,15;2021443,84;2101723,62;2303278,96
