;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-1407,01;;;-414,05;-414,04;-414,05;-207,02;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-4820,41;-10000,00;-5000,00;-5000,00;-5000,00;-5000,00;-5000,00
7 + Sonstige ordentliche Erträge;-742,95;-1005,00;-500,00;-750,00;-750,00;-750,00;-750,00;-750,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2149,96;-5825,41;-10500,00;-6164,05;-6164,04;-6164,05;-5957,02;-5750,00
11 - Personalaufwendungen;650174,37;346669,10;606248,93;574405,60;568365,64;567120,58;567319,29;573752,14
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;73094,20;101977,67;115127,60;81460,00;81790,00;87220,00;87420,00;87650,00
14 - Bilanzielle Abschreibungen;3694,51;1712,31;;414,05;414,04;414,05;207,02;
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;21813,78;135069,76;163228,84;40614,00;40614,00;40614,00;40614,00;40614,00
17 = Ordentliche Aufwendungen;748776,86;585428,84;884605,37;696893,65;691183,68;695368,63;695560,31;702016,14
18 = Ordentliches Ergebnis (= 10 + 17);746626,90;579603,43;874105,37;690729,60;685019,64;689204,58;689603,29;696266,14
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);746626,90;579603,43;874105,37;690729,60;685019,64;689204,58;689603,29;696266,14
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);746626,90;579603,43;874105,37;690729,60;685019,64;689204,58;689603,29;696266,14
27 + Erträge aus internen Leistungsbeziehungen;-956315,16;-956352,00;-940872,00;-804804,00;-804804,00;-804804,00;-804804,00;-804804,00
28 - Aufwendungen aus internen Leistungsbeziehungen;166388,27;199286,34;296439,75;120227,08;119516,76;119324,18;119039,10;119271,09
29 = Teilergebnis  (= 26, 27, 28);-43299,99;-177462,23;229673,12;6152,68;-267,60;3724,76;3838,39;10733,23
