;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-98728,22;-106785,97;-3901,89;-108122,31;-107312,56;-106490,44;-105601,60;-105440,80
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;-713,00;-40,00;-1000,00;-1000,00;-1000,00;-1000,00;-1000,00;-1000,00
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-8308,28;-26052,55;;-10000,00;-10000,00;-10000,00;-10000,00;-10000,00
7 + Sonstige ordentliche Erträge;-62,57;-282,94;-62,56;-62,57;-62,56;-62,57;-62,56;-62,57
8 + Aktivierte Eigenleistungen;-451596,23;-109448,04;-226115,76;-68134,44;-101115,00;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-559408,30;-242609,50;-231080,21;-187319,32;-219490,12;-117553,01;-116664,16;-116503,37
11 - Personalaufwendungen;531219,16;648907,93;543933,10;576126,04;583511,48;591254,36;600295,20;609771,93
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;572199,44;443491,00;1197857,44;1094355,60;1126574,16;1200853,44;1201045,32;1201240,40
14 - Bilanzielle Abschreibungen;1708940,82;1722359,76;1496355,36;1709184,53;1707809,34;1706636,56;1660159,87;1659929,91
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;252412,11;672030,76;329083,32;352170,44;352170,44;352170,44;352170,44;352170,44
17 = Ordentliche Aufwendungen;3064771,53;3486789,45;3567229,22;3731836,61;3770065,42;3850914,80;3813670,83;3823112,68
18 = Ordentliches Ergebnis (= 10 + 17);2505363,23;3244179,95;3336149,01;3544517,29;3550575,30;3733361,79;3697006,67;3706609,31
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;3678,00;;;;;;
21 = Finanzergebnis (= 19 + 20);;3678,00;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);2505363,23;3247857,95;3336149,01;3544517,29;3550575,30;3733361,79;3697006,67;3706609,31
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);2505363,23;3247857,95;3336149,01;3544517,29;3550575,30;3733361,79;3697006,67;3706609,31
27 + Erträge aus internen Leistungsbeziehungen;;;;;;;;
28 - Aufwendungen aus internen Leistungsbeziehungen;190585,99;260188,93;185437,61;197203,58;199049,40;202120,64;201746,18;201952,57
29 = Teilergebnis  (= 26, 27, 28);2695949,22;3508046,88;3521586,62;3741720,87;3749624,70;3935482,43;3898752,85;3908561,88
