;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-2585,15;-2317,70;-2460,84;-3026,52;-2333,52;-214,44;-142,99;
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;;-40693,14;-54503,34;-67951,93;-66815,12;-66073,81;-65446,49;-65273,00
7 + Sonstige ordentliche Erträge;;-37,24;;;;;;
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-2585,15;-43048,08;-56964,18;-70978,45;-69148,64;-66288,25;-65589,48;-65273,00
11 - Personalaufwendungen;719933,21;846976,72;747197,41;849285,52;805137,16;778587,35;758638,08;761490,30
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;11987,71;9510,31;16649,88;13873,68;14169,60;14473,56;14681,52;14897,52
14 - Bilanzielle Abschreibungen;3205,50;2453,12;2466,90;3033,72;2340,72;221,64;150,19;7,20
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;29242,67;17268,33;19698,40;19167,60;19167,60;19167,60;19167,68;19167,60
17 = Ordentliche Aufwendungen;764369,09;876208,48;786012,59;885360,52;840815,08;812450,15;792637,47;795562,62
18 = Ordentliches Ergebnis (= 10 + 17);761783,94;833160,40;729048,41;814382,07;771666,44;746161,90;727047,99;730289,62
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);761783,94;833160,40;729048,41;814382,07;771666,44;746161,90;727047,99;730289,62
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);761783,94;833160,40;729048,41;814382,07;771666,44;746161,90;727047,99;730289,62
27 + Erträge aus internen Leistungsbeziehungen;-817843,62;-910675,07;-782075,41;-857810,98;-818080,87;-794346,55;-776563,68;-779559,26
28 - Aufwendungen aus internen Leistungsbeziehungen;122371,28;110660,09;116438,22;112980,90;112745,20;112590,66;112480,19;112476,61
29 = Teilergebnis  (= 26, 27, 28);66311,60;33145,42;63411,22;69551,99;66330,77;64406,01;62964,50;63206,97
