;Ergebnis des Vorvorvorjahres K4/2011;Ergebnis des Vorvorjahres K4/2012;Ansatz des Vorjahres K4/2013;Planung des Haushaltsjahres K4/2014;Planung des Haushaltsjahres K4/2015;Planung des Haushaltsjahres K4/2016;Planung des Haushaltsjahres K4/2017;Planung des Haushaltsjahres K4/2018
1 + Steuern und ähnliche Abgaben;;;;;;;;
2 + Zuwendungen und allgemeine Umlagen;-224044,82;-702,84;;-21,60;-21,60;-21,60;-21,60;-21,60
3 + Sonstige Transfererträge;;;;;;;;
4 + Öffentlich-rechtliche Leistungsentgelte;;;;;;;;
5 + Privatrechtliche Leistungsentgelte;;;;;;;;
6 + Kostenerstattungen und Kostenumlagen;-980,63;-48532,59;-17250,13;-26046,11;-25812,84;-25676,65;-25618,69;-25608,27
7 + Sonstige ordentliche Erträge;;-2401,82;-100,00;-100,00;-100,00;-100,00;-100,00;-100,00
8 + Aktivierte Eigenleistungen;;;;;;;;
9 +/- Bestandsveränderungen;;;;;;;;
10 = Ordentliche Erträge;-225025,45;-51637,25;-17350,13;-26167,71;-25934,44;-25798,25;-25740,29;-25729,87
11 - Personalaufwendungen;723112,91;827133,16;938362,50;791994,16;779643,36;774273,49;774375,64;783427,45
12 - Versorgungsaufwendungen;;;;;;;;
13 - Aufwendungen für Sach- und Dienstleistungen;19071,36;15963,57;23318,42;15572,76;15938,76;16311,48;16571,00;16833,84
14 - Bilanzielle Abschreibungen;94988,21;598,51;;27,07;27,07;27,08;27,07;27,08
15 - Transferaufwendungen;;;;;;;;
16 - Sonstige ordentliche Aufwendungen;190219,92;259075,16;35251,52;18707,64;18707,64;18707,64;18707,68;18707,64
17 = Ordentliche Aufwendungen;1027392,40;1102770,40;996932,44;826301,63;814316,83;809319,69;809681,39;818996,01
18 = Ordentliches Ergebnis (= 10 + 17);802366,95;1051133,15;979582,31;800133,92;788382,39;783521,44;783941,10;793266,14
19 + Finanzerträge;;;;;;;;
20 - Zinsen und sonstige Finanzaufwendungen;;;;;;;;
21 = Finanzergebnis (= 19 + 20);;;;;;;;
22 = Ergebnis der laufenden Verwaltungstätigkeit (=18 + 21);802366,95;1051133,15;979582,31;800133,92;788382,39;783521,44;783941,10;793266,14
23 + Außerordentliche Erträge;;;;;;;;
24 - Außerordentliche Aufwendungen;;;;;;;;
25 = Außerordentliches Ergebnis (= 23 + 24);;;;;;;;
26 = Ergebnis vor internen Leistungsbeziehungen (= 22 + 25);802366,95;1051133,15;979582,31;800133,92;788382,39;783521,44;783941,10;793266,14
27 + Erträge aus internen Leistungsbeziehungen;-823620,16;-1086110,85;-999018,90;-828871,77;-817913,83;-813359,74;-813724,52;-822370,96
28 - Aufwendungen aus internen Leistungsbeziehungen;88033,22;74508,15;100438,12;95943,75;95848,78;95786,21;95761,00;95783,31
29 = Teilergebnis  (= 26, 27, 28);66780,01;39530,45;81001,53;67205,90;66317,34;65947,91;65977,58;66678,49
